summit_candidate_id,source_gpx_basename,track_name,candidate_lat,candidate_lon,candidate_ele_m,top1_mountain_count,top3_mountain_count,top1_mountain_nos,top1_mountain_names,top3_mountain_nos,top3_mountain_names,max_score,score_spread,suggested_review_bucket,notes
summit-candidate:d71483d289d0c575,yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,33.384401,132.5180668,583.88,1,5,361,烏殿,129|360|361|362|438,極山|松葉山（松葉城址）|烏殿|御篠山|堂所山,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:d8270fc572efc0b2,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,33.99782,132.8482925,279.05333333333334,1,5,346,スクモ塚,344|345|346|347|348,陣が森|岩が森|スクモ塚|高萩山|長者森,0.85,0.58,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:ea6bebee79234da7,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,33.7301727,132.9307483,1276.53,1,5,80,うなめご,80|81|82|217|506,うなめご|前々司山|陣ヶ森|皿ヶ嶺|陣ヶ森,0.73,0.46,accept,top1_count=1; top3_count=5; max_score=0.73
summit-candidate:f7e5fd7b11eb7bd4,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,33.2001402,132.60837,1084.0533333333333,1,5,269,櫨ヶ森,266|267|268|269|270,郭公岳|東高月山|高月山|櫨ヶ森|毛山,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:00dfcd8bd36a1f00,yamap_2025-08-15_11_47.gpx,五段城,33.4728129,132.9862432,1452.0633333333335,1,4,421,五段城,419|420|421|422,小牛城|正木ノ森|五段城|天狗ノ森,0.78,0.51,accept,top1_count=1; top3_count=4; max_score=0.78
summit-candidate:0dea5d073885dc9d,yamap_2024-10-05_06_40.gpx,銅山峰・西山・三の森・二の森・一の森,33.8793776,133.3116827,831.0900000000001,1,4,324,一の森,320|322|323|324,銅山峰|三の森|二の森|一の森,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:0f09bdcc25daff65,yamap_2025-02-24_07_30.gpx,無宗天山,34.0386314,132.8923059,311.96,1,4,383,無宗天山,381|382|383|477,霊仙山|若いもん山|無宗天山|笠松山東峰,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:19713e48698f3e2a,yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,33.768961,133.1134874,1967.0036586656968,1,4,234,石鎚山,93|233|234|423,南尖峰|天狗岳|石鎚山|鶴ノ子ノ頭,0.68,0.41,accept,top1_count=1; top3_count=4; max_score=0.68
summit-candidate:242762a3c600ff91,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,33.7620048,133.0352237,1301.993333333333,1,4,91,青滝山,91|329|527|528,青滝山|ハネズル山|兵庫山|生之越,0.75,0.48,accept,top1_count=1; top3_count=4; max_score=0.75
summit-candidate:282882317c3aab0b,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,33.1093173,132.663091,1106.79,1,4,525,櫛ヶ峰,256|264|512|525,大黒山|大黒山|黒山|櫛ヶ峰,0.68,0.41,accept,top1_count=1; top3_count=4; max_score=0.68
summit-candidate:2c1cbc474e49f1ec,yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,33.372906,132.5153141,387.82666666666665,1,4,362,御篠山,360|361|362|450,松葉山（松葉城址）|烏殿|御篠山|高雄山,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:49147712961a83be,yamap_2025-04-09_06_48.gpx,新谷神南山・五十崎神南山,33.5174638,132.6333302,708.9699999999999,1,4,407,五十崎神南山,406|407|456|510,新谷神南山|五十崎神南山|鎌倉山|水無権現,0.68,0.41,accept,top1_count=1; top3_count=4; max_score=0.68
summit-candidate:507809fc1a4b9e4e,yamap_2022-09-15_11_50.gpx,久司山,34.2444484,133.2061963,136.67,1,4,125,久司山,123|125|126|127,三山|久司山|石灰山|古法皇山,0.68,0.41,accept,top1_count=1; top3_count=4; max_score=0.68
summit-candidate:6b19d2116121b615,yamap_2026-02-07_11_17.gpx,鞍掛山,33.4883211,132.4618686,624.4499999999999,1,4,462,鞍掛山,460|461|462|463,牛の峰|尻高峰|鞍掛山|大畑山,0.75,0.48,accept,top1_count=1; top3_count=4; max_score=0.75
summit-candidate:6b97922a3935a9a5,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,33.7968869,133.1208698,1354.6866666666667,1,4,425,黒川山,425|426|427|530,黒川山|前社ヶ森|剣山|三ヶ森,0.79,0.72,accept,top1_count=1; top3_count=4; max_score=0.79
summit-candidate:7749b785ef007c1a,yamap_2025-01-11_08_43.gpx,尉之山・小山岳,33.7568663,132.8499505,430.1766666666667,1,4,358,小山岳,30|104|357|358,勝岡山|横山(横山城址)|尉之山|小山岳,0.75,0.48,accept,top1_count=1; top3_count=4; max_score=0.75
summit-candidate:7880c9d0de83468b,yamap_2023-04-18_06_58.gpx,船野山,33.8031315,132.9547814,452.99666666666667,1,4,229,船野山,5|229|230|231,衣掛山|船野山|木久ヶ森|黒滝山,0.73,0.66,accept,top1_count=1; top3_count=4; max_score=0.73
summit-candidate:8251283605282249,yamap_2022-09-26_12_07.gpx,三本榎,34.2867345,132.9886798,246.47333333333336,1,4,131,三本榎,36|131|132|304,石槌山|三本榎|鏡山|青刈山,0.68,0.41,accept,top1_count=1; top3_count=4; max_score=0.68
summit-candidate:84f974876f397da1,yamap_2024-02-10_13_09.gpx,権現山,33.1592369,132.4691277,498.7563056512352,1,4,263,権現山,261|262|263|480,鳥屋ヶ森|熊ガ峰|権現山|権現山,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:a53cc9868b7f2f70,yamap_2024-03-03_08_44.gpx,観音岳,33.0342378,132.5322872,780.6233333333334,1,4,272,観音岳,271|272|273|274,白石山|観音岳|音無山|天ガ森,0.78,0.51,accept,top1_count=1; top3_count=4; max_score=0.78
summit-candidate:a9a2a270fb6273fe,yamap_2022-10-19_16_00.gpx,西港山・大丸山・港山,33.8724674,132.7108146,63.77666666666667,1,4,147,大丸山,146|147|148|243,西港山|大丸山|港山|丸山,0.79,0.52,accept,top1_count=1; top3_count=4; max_score=0.79
summit-candidate:ab8cf0f07d2a219d,yamap_2022-03-12_08_31.gpx,菊ヶ森,33.859723,132.8152899,145.66,1,4,45,菊ヶ森,45|46|113|485,菊ヶ森|道後山|大峰ヶ台|野津子山,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:ac7a1ebef52ea30c,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,33.9926561,132.7813592,156.4466666666667,1,4,8,新城山,7|8|10|424,尾ノ峰|新城山|恵良山|千秋寺山,0.85,0.58,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:bcc05b721653749f,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,34.0073425,132.8450021,290.3833333333333,1,4,348,長者森,38|346|347|348,重茂山|スクモ塚|高萩山|長者森,0.85,0.58,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:bd8fda9e743f2008,yamap_2026-02-07_07_21.gpx,牛の峰・尻高峰,33.54274,132.4754911,681.2333333333333,1,4,460,牛の峰,460|461|462|509,牛の峰|尻高峰|鞍掛山|感応寺山,0.79,0.72,accept,top1_count=1; top3_count=4; max_score=0.79
summit-candidate:be07cff01023e072,yamap_2023-04-09_09_08.gpx,菊ヶ森・餓鬼ヶ森,33.6908158,132.9052102,950.8066666666667,1,4,228,餓鬼ヶ森,227|228|493|518,菊ヶ森|餓鬼ヶ森|三郷の辻|笠松山,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:d5d39ec66a34deb5,yamap_2026-03-21_14_58.gpx,雨霧山,33.5549522,132.8679548,1235.86,1,4,492,雨霧山,489|490|491|492,雨乞山|妙見森|笹峠山|雨霧山,0.85,0.78,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:e7e4429a39f6359f,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,33.7306327,132.9237927,1250.17,1,4,81,前々司山,80|81|82|506,うなめご|前々司山|陣ヶ森|陣ヶ森,0.75,0.48,accept,top1_count=1; top3_count=4; max_score=0.75
summit-candidate:eb031d650d8e9a7a,yamap_2026-03-08_08_05.gpx,峰畑山,33.9835402,133.681909,753.8057910293684,1,4,482,峰畑山,136|481|482|483,泉ガ森|呉石山|峰畑山|白木山,0.78,0.51,accept,top1_count=1; top3_count=4; max_score=0.78
summit-candidate:f0a03b36c279ddd3,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,33.9985859,132.8339632,352.79,1,4,347,高萩山,344|345|346|347,陣が森|岩が森|スクモ塚|高萩山,0.75,0.48,accept,top1_count=1; top3_count=4; max_score=0.75
summit-candidate:f760bededfedfc09,yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,33.5377687,132.8255571,1215.7332944221434,1,4,489,雨乞山,489|490|491|492,雨乞山|妙見森|笹峠山|雨霧山,0.85,0.58,accept,top1_count=1; top3_count=4; max_score=0.85
summit-candidate:fd13fabb918486e6,yamap_2024-01-27_08_01.gpx,大空山,34.2657519,132.9964757,348.28333333333336,1,4,257,大空山,257|258|259|260,大空山|御串山|宝股山|開山,0.68,0.61,accept,top1_count=1; top3_count=4; max_score=0.68
summit-candidate:ffa6a88e4e680fd5,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,33.8869696,133.4012543,1626.996666666667,1,4,160,黒岳,159|160|161|162,権現山|黒岳|エビラ山|二ッ岳,0.75,0.48,accept,top1_count=1; top3_count=4; max_score=0.75
summit-candidate:0005c0040c7c7966,yamap_2025-02-11_08_43.gpx,要害山,33.9135717,132.7570186,92.21,1,3,378,要害山,378|379|380,要害山|高穴山|高仙山,0.79,0.52,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:0a765b89058b256b,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,33.6808914,132.7938736,734.4240556679409,1,3,42,水梨山,42|43|408,水梨山|向山|笠成山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:0c210f0edfbda06f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,33.7794142,132.9091359,522.6766666666666,1,3,18,塩ヶ森,18|20|22,塩ヶ森|ケタ山|鍵山（象ヶ森）,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:0c2609d9e7e31a00,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,33.9279339,132.945849,1012.4166666666666,1,3,144,古権現山,143|144|145,中三方ヶ森|古権現山|楢原山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:0d157ed871f76807,yamap_2025-07-06_07_10.gpx,谷崎山,33.8127427,133.2473801,1210.7966666666669,1,3,416,谷崎山,416|417|418,谷崎山|東黒森|伊吹山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:1fd59e0e67624706,yamap_2026-01-11_10_38.gpx,陣が森岳,33.6266981,132.6808191,620.0533333333333,1,3,451,陣が森岳,451|452|508,陣が森岳|黒岩岳|三石山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:20f1c44b99e3d708,yamap_2025-07-06_09_43.gpx,東黒森,33.7826057,133.2367653,1731.0666666666668,1,3,417,東黒森,416|417|418,谷崎山|東黒森|伊吹山,0.68,0.41,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:2129bbc9c3950a91,yamap_2025-02-28_10_24.gpx,幻城下城,33.8756903,133.1037524,243.64333333333335,1,3,386,幻城下城,384|385|386,綱付山|幻城上城|幻城下城,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:230b9847a05c8052,yamap_2025-03-17_14_08.gpx,大登山,33.525029,132.6716242,362.42333333333335,1,3,391,大登山,390|391|476,高森山|大登山|愛宕山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:314bd84876bc3fc3,yamap_2026-03-15_10_21.gpx,高研山,33.3677949,132.8609245,1065.780524285452,1,3,487,高研山,103|486|487,篠山|長山|高研山,0.79,0.52,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:38105da918da8262,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,33.6137407,132.5447284,733.0708946789382,1,3,354,滝山,168|353|354,遠ヶ森|壺神山|滝山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:3c1e55e6cc05c0ad,yamap_2025-01-30_13_18.gpx,金子山,33.9423212,133.2748429,148.30058041636374,1,3,370,金子山,369|370|371,垣生山|金子山|八堂山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:428f403ddcc5a31a,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,33.5404689,132.7754857,904.780552530514,1,3,469,寒台山,387|469|520,階上山|寒台山|牛ノ峯,0.68,0.41,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:45439217573adfc4,yamap_2022-03-23_07_38.gpx,明神山・潮見山,33.8188713,132.8530104,210.93999999999997,1,3,56,潮見山,55|56|132,明神山|潮見山|鏡山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:46ab73ee0e06e924,yamap_2026-04-11_09_14.gpx,三郷の辻,33.640684,132.8369828,926.7733333333334,1,3,493,三郷の辻,403|493|521,船山|三郷の辻|小森,0.75,0.48,accept,top1_count=1; top3_count=3; max_score=0.75
summit-candidate:4db5b3ffd85092bf,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,33.5995314,132.5168274,626.9591280717788,1,3,356,皿が森,354|355|356,滝山|足山|皿が森,0.79,0.72,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:543b4550a3ef3e87,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,33.8634835,132.7695824,195.11333333333334,1,3,23,天神山,23|24|52,天神山|御幸寺山|天神山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:555fd1e3be8780dd,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,33.8408635,132.9292547,923.8766666666667,1,3,58,ヨソ山,44|57|58,稔山|十門山(十門城址)|ヨソ山,0.67,0.6,accept,top1_count=1; top3_count=3; max_score=0.67
summit-candidate:5b124255339c0714,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,33.9046499,132.9247864,1147.7433333333333,1,3,212,南三方ヶ森,212|213|289,南三方ヶ森|魚谷森|目黒鳥屋,0.68,0.41,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:5cb1fa3d9dcf60f5,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,33.7477413,132.9624107,1237.0966666666666,1,3,158,根無山,155|157|158,白猪山|樽谷山|根無山,0.75,0.48,accept,top1_count=1; top3_count=3; max_score=0.75
summit-candidate:5ec5a611be375a53,yamap_2024-05-11_07_45.gpx,丸笹山,33.7195139,133.1457476,1567.1366666666665,1,3,302,丸滝山,78|301|302,笠取山|丸笹山|丸滝山,0.79,0.52,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:64a47ed9c06f56d5,yamap_2024-01-14_10_18.gpx,竜門山・大黒山,33.9577565,133.0133542,430.9866666666667,1,3,255,竜門山,216|255|256,千羽ヶ岳|竜門山|大黒山,0.75,0.48,accept,top1_count=1; top3_count=3; max_score=0.75
summit-candidate:6ba0d3c6b0fb6b96,yamap_2022-04-09_14_44.gpx,大月山・高縄山,33.9456945,132.8499533,981.3100000000001,1,3,316,高縄山,64|116|316,大月山|北三方ヶ森|高縄山,0.79,0.72,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:6c20bef6dc4e973b,yamap_2025-01-30_12_21.gpx,垣生山,33.9892197,133.3258232,103.26298735700367,1,3,369,垣生山,369|370|371,垣生山|金子山|八堂山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:76a5e492c9dcf980,yamap_2022-06-18_11_15.gpx,積善山,34.2566278,133.1474902,363.7359939346231,1,3,98,積善山,98|99|100,積善山|鉢巻山|立石山,0.68,0.61,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:784df3690acb5365,yamap_2026-03-08_07_27.gpx,呉石山,33.9710941,133.6468525,833.5256703454279,1,3,481,呉石山,481|482|483,呉石山|峰畑山|白木山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:7a59a4750a70552c,yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,33.3754372,132.5110871,400.06,1,3,360,松葉山（松葉城址）,360|361|362,松葉山（松葉城址）|烏殿|御篠山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:7bda9ba8d2b47d6e,yamap_2022-10-01_08_30.gpx,戸祇御前山,33.2788845,132.7701055,947.3511063301806,1,3,133,戸祇御前山,133|486|522,戸祇御前山|長山|辻ヶ峰,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:93a4d66ef3ee559d,yamap_2024-03-03_13_33.gpx,天ガ森,33.1178859,132.5317791,343.7659610142553,1,3,274,天ガ森,271|273|274,白石山|音無山|天ガ森,0.79,0.72,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:93b30125fa1dcd57,yamap_2022-07-21_10_02.gpx,子持山（頂上にたどり着けず）,33.8920646,132.6706697,62.39020293366199,1,3,112,子持山,39|112|118,花木山|子持山|湯築山,0.5,0.23,accept,top1_count=1; top3_count=3; max_score=0.5
summit-candidate:95a8fa74fd4af7b0,yamap_2024-04-28_07_11.gpx,狼ヶ城山,33.5763649,132.9111904,1376.7700000000002,1,3,297,狼ヶ城山,297|298|299,狼ヶ城山|日浦嶺|打越山,0.75,0.48,accept,top1_count=1; top3_count=3; max_score=0.75
summit-candidate:98457196a66e294d,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,33.9891451,132.6270439,282.75666666666666,1,3,393,泰ノ山,29|393|394,高山|泰ノ山|大里山,0.68,0.61,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:99b1b356cad63b98,yamap_2024-01-14_10_18.gpx,竜門山・大黒山,33.9484547,133.0175021,384.9466666666667,1,3,256,大黒山,216|255|256,千羽ヶ岳|竜門山|大黒山,0.67,0.6,accept,top1_count=1; top3_count=3; max_score=0.67
summit-candidate:9fe27d7d4a51aa70,yamap_2026-03-04_06_40.gpx,登議城山,33.590232,132.798511,649.16,1,3,475,登議城山,455|475|476,船ヶ迫岳|登議城山|愛宕山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:a0b87feaf88e526d,yamap_2025-02-11_09_46.gpx,高穴山,33.9536062,132.8113157,282.46000000000004,1,3,379,高穴山,378|379|380,要害山|高穴山|高仙山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:a271a6c73ad11b69,yamap_2026-01-07_09_14.gpx,高雄山,33.4270319,132.6809369,382.21000000000004,1,3,450,高雄山,73|449|450,御在所山|御在所山|高雄山,0.68,0.41,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:a53ed6259e132097,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,33.8837598,133.6434747,1017.4166666666666,1,3,328,笹ヶ峰,325|326|328,三ッ足山|カガマシ山|笹ヶ峰,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:a637fbc518f58ac5,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,33.7736953,132.9019215,600.8033333333334,1,3,19,番駄ヶ森,18|19|21,塩ヶ森|番駄ヶ森|大磨山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:a94564816fd4afff,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,33.8503146,132.9103674,676.7066666666667,1,3,57,十門山(十門城址),4|27|57,岩伽羅山|杉立山|十門山(十門城址),0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:a9b00b48e0c94eab,yamap_2026-01-31_13_52.gpx,高森山,33.3270345,132.5414704,631.8566666666667,1,3,459,高森山,457|458|459,槇ノ山|遠見山|高森山,0.73,0.46,accept,top1_count=1; top3_count=3; max_score=0.73
summit-candidate:aa6060fe8a831f45,yamap_2024-05-11_13_46.gpx,丸滝山,33.7465829,133.1513298,1542.9666666666665,1,3,301,丸笹山,300|301|302,面河山|丸笹山|丸滝山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:ab39145b6a448b8d,yamap_2026-03-08_10_45.gpx,白木山,33.9386003,133.5857961,617.3566666666667,1,3,483,白木山,481|482|483,呉石山|峰畑山|白木山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:b1bd2a482a691bd8,yamap_2025-12-14_12_03.gpx,根太山,33.4977228,132.5826447,285.99333333333334,1,3,443,根太山,443|444|445,根太山|紅葉山|梁瀬山,0.79,0.72,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:b9ae103da9e3136b,yamap_2025-02-09_12_21.gpx,八幡山,34.140513,133.0475658,211.73666666666668,1,3,377,八幡山,373|376|377,カレイ山|高取山|八幡山,0.68,0.61,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:bb644412fd9a132c,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,33.7557226,133.066955,1682.5333333333335,1,3,92,堂ヶ森,90|92|137,割石東山|堂ヶ森|東山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:c246a8edb72dbebb,yamap_2026-03-15_06_14.gpx,長山,33.294387,132.8359236,939.7329137961616,1,3,486,長山,133|486|487,戸祇御前山|長山|高研山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:c4504025c94f843c,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,33.6609688,133.0432584,1215.0715256104047,1,3,247,三光ノ辻山,246|247|296,四辻ノ森|三光ノ辻山|桂ヶ森,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:c6ea08c2953b4cb8,yamap_2026-03-04_09_46.gpx,愛宕山,33.5709203,132.8411558,369.3233333333333,1,3,476,愛宕山,391|475|476,大登山|登議城山|愛宕山,0.79,0.72,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:cb62a56e70cedbce,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,33.8382073,132.8403915,495.64000000000004,1,3,2,観音山,1|2|28,関ヶ森|観音山|岩柄山,0.79,0.72,accept,top1_count=1; top3_count=3; max_score=0.79
summit-candidate:cc3fbb2358d0d4fc,yamap_2022-10-14_13_01.gpx,犬吠山,33.9183794,132.6903824,120.40666666666665,1,3,141,犬吠山,140|141|142,高戸山|犬吠山|泰の山,0.68,0.41,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:cf1cb583d492455c,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,33.0210963,132.6156053,784.9416257231666,1,3,250,観音森,249|250|272,羽子山|観音森|観音岳,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:cf29543e6beaa1ec,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,33.8974685,132.7904961,365.7180112898549,1,3,277,観音山,275|277|278,夫婦山|観音山|国見山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:d456af62868c5044,yamap_2025-03-10_08_18.gpx,姫政山,34.1283255,133.047895,268.5833333333333,1,3,388,姫政山,6|388|389,吉山(吉山城址)|姫政山|館山,0.68,0.41,accept,top1_count=1; top3_count=3; max_score=0.68
summit-candidate:d5b708b4d3aa86a0,yamap_2022-12-25_11_41.gpx,近見山,34.0853958,132.9709549,239.86,1,3,173,近見山,171|172|173,塔ノ峰|海山|近見山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:d6b806525709cc22,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,33.9932805,132.7899177,206.86333333333332,1,3,9,腰折山,7|8|9,尾ノ峰|新城山|腰折山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:da65a16f23740e83,yamap_2022-04-22_12_22.gpx,三滝山,33.4130019,132.7969092,646.7704243218062,1,3,68,三滝山,67|68|69,甲が森|三滝山|雨包山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:e4f762179d85915d,yamap_2025-02-28_07_34.gpx,綱付山・幻城上城,33.8666424,133.106705,477.85999999999996,1,3,385,幻城上城,384|385|386,綱付山|幻城上城|幻城下城,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:e55456349660bd14,yamap_2026-01-31_10_49.gpx,遠見山,33.2720922,132.5543833,325.42,1,3,458,遠見山,448|457|458,雨森山|槇ノ山|遠見山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:e79e77da4bfd1f13,yamap_2025-07-06_12_03.gpx,伊吹山,33.7638082,133.1769575,1506.6639933943752,1,3,418,伊吹山,416|417|418,谷崎山|東黒森|伊吹山,0.75,0.48,accept,top1_count=1; top3_count=3; max_score=0.75
summit-candidate:ef3e845b5d632dd3,yamap_2024-02-10_09_58.gpx,熊ガ峰,33.1991626,132.5213654,340.53999999999996,1,3,262,熊ガ峰,261|262|480,鳥屋ヶ森|熊ガ峰|権現山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:f108570a8e33ce90,yamap_2023-12-17_07_11.gpx,総津権現山,33.6386291,132.7905473,437.40333333333336,1,3,252,総津権現山,252|253|254,総津権現山|秦皇山|平岡山(平岡城址),0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:f19fd681c4c84753,yamap_2025-02-28_07_34.gpx,綱付山・幻城上城,33.8680685,133.1174852,516.7233333333334,1,3,384,綱付山,384|385|386,綱付山|幻城上城|幻城下城,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:f3bf8b21a01f29ef,yamap_2025-10-23_16_38.gpx,堂堂山,33.5004147,132.3547022,408.84971455495605,1,3,437,堂堂山,17|436|437,伽藍山|大峰|堂堂山,0.85,0.78,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:f5c22dac4bd015ae,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,33.1325116,132.6372183,1098.249041559603,1,3,264,大黒山,264|265|524,大黒山|譲ヶ葉森|熊鷹山,0.75,0.48,accept,top1_count=1; top3_count=3; max_score=0.75
summit-candidate:fe8f624bdaa57afd,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,33.9704741,132.6073111,288.9433333333333,1,3,394,大里山,303|393|394,名石山|泰ノ山|大里山,0.68,0.61,accept,top1_count=1; top3_count=3; max_score=0.68
