summit_candidate_id,source_gpx_basename,track_name,candidate_lat,candidate_lon,candidate_ele_m,top1_mountain_count,top3_mountain_count,top1_mountain_nos,top1_mountain_names,top3_mountain_nos,top3_mountain_names,max_score,score_spread,suggested_review_bucket,notes
summit-candidate:90f628409cfebc32,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,33.8894209,132.9016775,1046.8,0,1,,,210,福見山,0.68,0.41,check,top1_count=0; top3_count=1; max_score=0.68
summit-candidate:96e5be71880efe52,yamap_2024-08-03_20_36.gpx,高縄山,33.9454763,132.8500201,978.8978042618015,0,1,,,316,高縄山,0.67,0.67,check,top1_count=0; top3_count=1; max_score=0.67
summit-candidate:9aa0e8d9e593d79d,yamap_2024-09-14_07_46.gpx,伊予富士,33.7910786,133.2533442,1628.8633333333335,0,1,,,317,伊予富士,0.5,0.23,check,top1_count=0; top3_count=1; max_score=0.5
summit-candidate:9b4175d2d4104530,yamap_2022-09-04_12_08.gpx,大友山,33.7528018,132.8052723,343.08666666666664,0,1,,,117,大友山,0.57,0.3,check,top1_count=0; top3_count=1; max_score=0.57
summit-candidate:a0c5556d9432a199,yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,33.5919794,133.0545216,1432.5666666666666,0,1,,,319,猿越山,0.68,0.41,check,top1_count=0; top3_count=1; max_score=0.68
summit-candidate:ad2256a1bfd3ef78,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,33.6557256,133.0525977,1157.3250757909168,0,1,,,244,二ノ岳,0.73,0.66,check,top1_count=0; top3_count=1; max_score=0.73
summit-candidate:bdf43111ae9de6ae,yamap_2024-06-14_06_46.gpx,二反山,34.28362,133.0099608,391.75,0,1,,,308,二反山,0.56,0.56,check,top1_count=0; top3_count=1; max_score=0.56
summit-candidate:c256cfef3720557f,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,33.8146236,133.3260701,1691.2766666666666,0,1,,,309,平家平,0.68,0.41,check,top1_count=0; top3_count=1; max_score=0.68
summit-candidate:c9aa57cdeb1b49fa,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,33.9769486,132.6147118,105.34333333333332,0,1,,,29,高山,0.67,0.6,check,top1_count=0; top3_count=1; max_score=0.67
summit-candidate:cad0ade9ddec2b1a,yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,33.5219713,132.8429594,1296.6768919465774,0,1,,,527,兵庫山,0.62,0.35,check,top1_count=0; top3_count=1; max_score=0.62
summit-candidate:d19542a61a416537,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,33.8844211,132.786858,249.26694835004648,0,1,,,279,城山,0.85,0.78,check,top1_count=0; top3_count=1; max_score=0.85
summit-candidate:dc647fe1827a43e3,yamap_2024-06-15_08_50.gpx,平家平,33.8146381,133.3259827,1691.0633333333335,0,1,,,309,平家平,0.68,0.41,check,top1_count=0; top3_count=1; max_score=0.68
summit-candidate:ee632dd427dbb1ff,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,33.7905443,133.1279248,1416.9733333333334,0,1,,,531,扇山,0.67,0.6,check,top1_count=0; top3_count=1; max_score=0.67
summit-candidate:f09a1f754bcb761e,yamap_2022-07-10_07_25.gpx,男山・瓶ヶ森・西黒森,33.7942477,133.2060388,1850.4420465524036,0,1,,,109,西黒森,0.5,0.35,check,top1_count=0; top3_count=1; max_score=0.5
summit-candidate:f59e1ba73617c383,yamap_2025-04-06_08_48.gpx,加塚山,33.1347793,132.6282847,1005.7346655272108,0,1,,,478,尻割山,0.57,0.3,check,top1_count=0; top3_count=1; max_score=0.57
summit-candidate:fcfb64bccceb89d4,yamap_2026-01-31_07_40.gpx,槇ノ山,33.2525878,132.5586899,367.51666666666665,0,1,,,458,遠見山,0.73,0.66,check,top1_count=0; top3_count=1; max_score=0.73
summit-candidate:feca346909b97b92,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,33.8376784,132.825374,402.01,0,1,,,47,倉谷山,0.79,0.72,check,top1_count=0; top3_count=1; max_score=0.79
summit-candidate:0f61b39e537be0a6,yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,33.5236645,132.8378477,1268.5535851519437,0,0,,,,,0.62,0.35,check,top1_count=0; top3_count=0; max_score=0.62
summit-candidate:124ae25a51aa9a64,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,33.7589522,133.0444754,1256.8500000000001,0,0,,,,,0.63,0.36,check,top1_count=0; top3_count=0; max_score=0.63
summit-candidate:1f61c36c208539fd,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,33.4978098,132.8738842,1380.8466666666666,0,0,,,,,0.63,0.36,check,top1_count=0; top3_count=0; max_score=0.63
summit-candidate:2666cead0a841bbb,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,33.824185,133.391598,1532.5633333333333,0,0,,,,,0.5,0.23,check,top1_count=0; top3_count=0; max_score=0.5
summit-candidate:2b97141dc260a078,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,33.7587106,133.0192751,1232.6866666666667,0,0,,,,,0.57,0.3,check,top1_count=0; top3_count=0; max_score=0.57
summit-candidate:395bb631522975b6,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,33.8051544,133.2736798,1138.3266666666668,0,0,,,,,0.5,0.23,check,top1_count=0; top3_count=0; max_score=0.5
summit-candidate:61a5956a49a7ace2,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,33.879673,133.3538898,1631.9833333333333,0,0,,,,,0.75,0.42,check,top1_count=0; top3_count=0; max_score=0.75
summit-candidate:69da123016e6ad8b,yamap_2025-04-06_08_48.gpx,加塚山,33.142538,132.6306376,921.62,0,0,,,,,0.5,0.23,check,top1_count=0; top3_count=0; max_score=0.5
summit-candidate:9f01494435790d72,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,33.7341084,132.9846838,1437.8266666666666,0,0,,,,,0.57,0.5,check,top1_count=0; top3_count=0; max_score=0.57
summit-candidate:a00d481162af54e2,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,33.8285796,133.2937377,1719.1733333333334,0,0,,,,,0.62,0.35,check,top1_count=0; top3_count=0; max_score=0.62
summit-candidate:a6379cb2ebc004fb,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,33.8797048,133.3537674,1631.17,0,0,,,,,0.75,0.42,check,top1_count=0; top3_count=0; max_score=0.75
summit-candidate:b27cb491de0f94b6,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,33.6540726,133.0652222,1140.991937743903,0,0,,,,,0.67,0.6,check,top1_count=0; top3_count=0; max_score=0.67
summit-candidate:b6f296c230c1891d,yamap_2022-04-16_07_39.gpx,東三方ヶ森,33.8761667,132.9651395,598.0666666666667,0,0,,,,,0.55,0.28,check,top1_count=0; top3_count=0; max_score=0.55
summit-candidate:bd875ddf4679d1f7,yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,33.5852426,133.0497345,1415.6933333333334,0,0,,,,,0.62,0.35,check,top1_count=0; top3_count=0; max_score=0.62
summit-candidate:ccaadb71f8ae2bd1,yamap_2022-07-10_07_25.gpx,男山・瓶ヶ森・西黒森,33.7890862,133.1926167,1711.8700000000001,0,0,,,,,0.45,0.3,check,top1_count=0; top3_count=0; max_score=0.45
summit-candidate:ec2a95521eaac250,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,33.6192163,133.0702571,1252.7733333333333,0,0,,,,,0.67,0.4,check,top1_count=0; top3_count=0; max_score=0.67
summit-candidate:edd15dad4a862cba,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,33.6953574,132.7931539,478.48019710501103,0,0,,,,,0.67,0.6,check,top1_count=0; top3_count=0; max_score=0.67
summit-candidate:fecfbf815fc6d5a7,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,33.9019921,133.6396523,846.3000000000001,0,0,,,,,0.67,0.6,check,top1_count=0; top3_count=0; max_score=0.67
