mountain_no,mountain_name,category,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_match_status,top_candidate_generation_strategy,top_source_gpx_basename,top_track_name,top_candidate_lat,top_candidate_lon,top_candidate_ele_m,mountain_csv_lat,mountain_csv_lon,mountain_elevation_m,grounding_status,grounding_distance_m,grounding_municipality,candidate_municipality,municipality_compatibility,name_evidence_tier,elevation_diff_m,csv_coordinate_distance_m,activity_link_summary,needs_human_review,review_reason_codes,notes
84,豊受山,v3_conflict_case,3,summit-candidate:2f7dbee4c5bde53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,NaN,NaN,,,,1247,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
85,赤星山,v3_conflict_case,3,summit-candidate:2f7dbee4c5bde53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,NaN,NaN,,,,1453,,,,四国中央市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
86,七々木山,v3_conflict_case,3,summit-candidate:2f7dbee4c5bde53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,NaN,NaN,,,,1145,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
87,鋸山,v3_conflict_case,3,summit-candidate:2f7dbee4c5bde53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,NaN,NaN,,,,1017,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
90,割石東山,v3_conflict_case,6,summit-candidate:124ae25a51aa9a64,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,NaN,NaN,,,,1074,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
91,青滝山,v3_conflict_case,6,summit-candidate:124ae25a51aa9a64,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,NaN,NaN,,,,1303,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
92,堂ヶ森,v3_conflict_case,6,summit-candidate:124ae25a51aa9a64,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,NaN,NaN,,,,1689,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
93,南尖峰,v3_conflict_case,1,summit-candidate:3b98b67bbe0fe0f9,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-22_08_09.gpx,石鎚山・天狗岳・南尖峰,NaN,NaN,,,,1982,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
95,勝山,v3_conflict_case,2,summit-candidate:2b833dfb6f3f84c1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-11_11_51.gpx,勝山,NaN,NaN,,,,131,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
97,牛城,v3_conflict_case,2,summit-candidate:ba78489e4d448645,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-08-15_10_51.gpx,小牛城,NaN,NaN,,,,1342,,NaN,西予市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
101,鷲ヶ頭山,v3_conflict_case,2,summit-candidate:159deb385560c198,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-06-20_12_02.gpx,安神山・鷲ヶ頭山,NaN,NaN,,,,436,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
102,安神山,v3_conflict_case,2,summit-candidate:159deb385560c198,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-06-20_12_02.gpx,安神山・鷲ヶ頭山,NaN,NaN,,,,267,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
103,篠山,v3_conflict_case,4,summit-candidate:c8a7a1f1d1dad353,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-06-23_13_59.gpx,篠山,NaN,NaN,,,,1065,,NaN,愛南町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
105,鞍瀬ノ頭,v3_conflict_case,3,summit-candidate:846b096132c533d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,NaN,NaN,,,,1889,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
106,二ノ森,v3_conflict_case,3,summit-candidate:846b096132c533d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,NaN,NaN,,,,1930,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
107,面河の頭,v3_conflict_case,3,summit-candidate:846b096132c533d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,NaN,NaN,,,,1866,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
108,西ノ冠岳,v3_conflict_case,3,summit-candidate:846b096132c533d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,NaN,NaN,,,,1890,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
109,西黒森,v3_conflict_case,3,summit-candidate:ccaadb71f8ae2bd1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-07-10_07_25.gpx,男山・瓶ヶ森・西黒森,NaN,NaN,,,,1861,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
113,大峰ヶ台,v3_conflict_case,1,summit-candidate:8de328f982753d58,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-08-21_15_44.gpx,大峰ヶ台,NaN,NaN,,,,141,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_sensitive_activity_link;multiple_mountains_for_candidate,
114,世田山,v3_conflict_case,3,summit-candidate:8f25ad4ff380df77,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-06_09_00.gpx,世田山・笠松山東峰・笠松山,NaN,NaN,,,,339,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
115,笠松山,v3_conflict_case,3,summit-candidate:8f25ad4ff380df77,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-06_09_00.gpx,世田山・笠松山東峰・笠松山,NaN,NaN,,,,357,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
116,北三方ヶ森,v3_conflict_case,2,summit-candidate:3111fcf6a23addd2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-08-27_06_05.gpx,北三方ヶ森,NaN,NaN,,,,978,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
117,大友山,v3_conflict_case,2,summit-candidate:2b56d4ad77a0c4b7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-09-04_12_08.gpx,大友山,NaN,NaN,,,,407,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
119,寒風山,v3_conflict_case,4,summit-candidate:23eea13de5db5c9f,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,NaN,NaN,,,,1762,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
120,ちち山,v3_conflict_case,6,summit-candidate:23eea13de5db5c9f,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,NaN,NaN,,,,1855,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
121,笹ヶ峰,v3_conflict_case,12,summit-candidate:23eea13de5db5c9f,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,NaN,NaN,,,,1860,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
126,石灰山,v3_conflict_case,1,summit-candidate:4d0f5f75da9165b8,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-09-15_12_35.gpx,石灰山・古法皇山,NaN,NaN,,,,216,,NaN,上島町,上島町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
127,古法皇山,v3_conflict_case,1,summit-candidate:4d0f5f75da9165b8,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-09-15_12_35.gpx,石灰山・古法皇山,NaN,NaN,,,,279,,,,上島町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
134,雄甲山,v3_conflict_case,1,summit-candidate:82d3009a6c1b2511,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-03_14_57.gpx,雄甲山・雌甲山,NaN,NaN,,,,239,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
135,雌甲山,v3_conflict_case,1,summit-candidate:82d3009a6c1b2511,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-03_14_57.gpx,雄甲山・雌甲山,NaN,NaN,,,,189,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
137,東山,v3_conflict_case,10,summit-candidate:124ae25a51aa9a64,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,NaN,NaN,,,,1392,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
138,前赤石山,v3_conflict_case,4,summit-candidate:2b7cce23b57844a5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,NaN,NaN,,,,1677,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
143,中三方ヶ森,v3_conflict_case,4,summit-candidate:0c2609d9e7e31a00,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,1229,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
144,古権現山,v3_conflict_case,4,summit-candidate:0c2609d9e7e31a00,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,1003,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
145,楢原山,v3_conflict_case,4,summit-candidate:0c2609d9e7e31a00,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,1041,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
146,西港山,v3_conflict_case,3,summit-candidate:5f001ac124f82ef6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-19_16_00.gpx,西港山・大丸山・港山,NaN,NaN,,,,52,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_sensitive_activity_link;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
147,大丸山,v3_conflict_case,3,summit-candidate:5f001ac124f82ef6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-19_16_00.gpx,西港山・大丸山・港山,NaN,NaN,,,,76,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_sensitive_activity_link;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
148,港山,v3_conflict_case,3,summit-candidate:5f001ac124f82ef6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-19_16_00.gpx,西港山・大丸山・港山,NaN,NaN,,,,42,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_sensitive_activity_link;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
152,割石峠山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1037,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
153,石墨山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1456,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
154,法師山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1310,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
155,白猪山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1202,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
156,梅ヶ谷山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1316,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
157,樽谷山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1255,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
158,根無山,v3_conflict_case,6,summit-candidate:16e9de2bedeb2d1c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,NaN,NaN,,,,1241,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
159,権現山,v3_conflict_case,22,summit-candidate:09547fd48f24d064,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,1594,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
160,黒岳,v3_conflict_case,4,summit-candidate:09547fd48f24d064,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,1636,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
161,エビラ山,v3_conflict_case,4,summit-candidate:09547fd48f24d064,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,1673,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
162,二ッ岳,v3_conflict_case,4,summit-candidate:09547fd48f24d064,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,1647,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
165,綱繰山,v3_conflict_case,6,summit-candidate:006436491de34784,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,NaN,NaN,,,,1466,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
166,獅子舞の鼻,v3_conflict_case,6,summit-candidate:006436491de34784,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,NaN,NaN,,,,1482,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
167,冠山,v3_conflict_case,6,summit-candidate:006436491de34784,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,NaN,NaN,,,,1731,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
169,扇山,v3_conflict_case,1,summit-candidate:9acc21860aa8a208,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-12-12_10_30.gpx,扇山,NaN,NaN,,,,200,,,,砥部町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
170,高山,v3_conflict_case,5,summit-candidate:101c1b0635c0bec0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-12-25_10_09.gpx,高山,NaN,NaN,,,,135,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
179,天山,v3_conflict_case,5,summit-candidate:45f49d8fd831427c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,NaN,NaN,,,,51,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
180,東山,v3_conflict_case,10,summit-candidate:124ae25a51aa9a64,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,NaN,NaN,,,,1392,,NaN,新居浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
182,河原樋山,v3_conflict_case,5,summit-candidate:4fec4dd128e55ab0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,NaN,NaN,,,,864,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
183,真松嶺,v3_conflict_case,5,summit-candidate:4fec4dd128e55ab0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,NaN,NaN,,,,548,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
184,柿王寺森,v3_conflict_case,5,summit-candidate:4fec4dd128e55ab0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,NaN,NaN,,,,545,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
185,岩子山,v3_conflict_case,6,summit-candidate:23c112538ef91e0d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,NaN,NaN,,,,111,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
186,垣生山,v3_conflict_case,5,summit-candidate:45f49d8fd831427c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,NaN,NaN,,,,118,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
187,津田山,v3_conflict_case,4,summit-candidate:45f49d8fd831427c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,NaN,NaN,,,,110,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
188,弁天山,v3_conflict_case,4,summit-candidate:45f49d8fd831427c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,NaN,NaN,,,,130,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
189,権現山,v3_conflict_case,22,summit-candidate:047b9599ec28c6ad,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-08_09_18.gpx,権現山,NaN,NaN,,,,491,,,,愛南町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
190,黒瀬山（黒瀬城址）,v3_conflict_case,3,summit-candidate:8a7a47d167c1aba6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,NaN,NaN,,,,341,,NaN,西予市,西予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
191,岡山（岡城址）,v3_conflict_case,1,summit-candidate:1d97e1955af85092,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2023-12-17_10_30.gpx,平岡山(平岡城址) ,NaN,NaN,,,,360,,NaN,西予市,伊予市,compatible,strong,,,,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
192,鉢ヶ森（鉢ヶ森城址）,v3_conflict_case,3,summit-candidate:8a7a47d167c1aba6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,NaN,NaN,,,,434,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
193,護摩ヶ森（護摩ヶ森城址）,v3_conflict_case,3,summit-candidate:8a7a47d167c1aba6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,NaN,NaN,,,,380,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
195,由良山,v3_conflict_case,2,summit-candidate:51a919059b1a6dbb,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-10_10_30.gpx,由良山,NaN,NaN,,,,249,,NaN,宇和島市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
196,大森山,v3_conflict_case,4,summit-candidate:830c63408bf56cc5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-21_09_56.gpx,大森山,NaN,NaN,,,,291,,NaN,伊方町,伊方町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
198,権現山,v3_conflict_case,22,summit-candidate:2c817617699a0a45,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,375,,NaN,伊方町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
