mountain_no,mountain_name,summit_candidate_id,grounding_assisted_candidate_score,grounding_match_status,grounding_distance_m,grounding_elevation_diff_m,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,candidate_rank_for_mountain,track_name,grounding_reason_codes
9,腰折山,summit-candidate:36e3ac8003e8b5d0,0.57,grounding_unavailable,,,33.9989521,132.785492,190.94333333333336,213,2,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
9,腰折山,summit-candidate:40260be41579ab8f,0.45,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,213,3,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
9,腰折山,summit-candidate:ac7a1ebef52ea30c,0.45,grounding_unavailable,,,33.9926561,132.7813592,156.4466666666667,213,4,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
9,腰折山,summit-candidate:45439217573adfc4,0.28,grounding_unavailable,,,33.8188713,132.8530104,210.93999999999997,213,5,明神山・潮見山,grounding_response_without_coordinate
9,腰折山,summit-candidate:7c680b0eed0187fa,0.28,grounding_unavailable,,,33.8556124,132.7933144,221.10333333333332,213,6,道後山,grounding_response_without_coordinate
9,腰折山,summit-candidate:82d3009a6c1b2511,0.28,grounding_unavailable,,,33.9465786,132.799306,218.9593458353185,213,7,雄甲山・雌甲山,grounding_response_without_coordinate
9,腰折山,summit-candidate:23c112538ef91e0d,0.22,grounding_unavailable,,,33.8831745,132.7109537,195.95000000000002,213,8,西山・経ヶ森・岩子山・護摩ヶ森,grounding_response_without_coordinate
9,腰折山,summit-candidate:543b4550a3ef3e87,0.22,grounding_unavailable,,,33.8634835,132.7695824,195.11333333333334,213,9,天神山・御幸寺山,grounding_response_without_coordinate
9,腰折山,summit-candidate:f1ee81f4d467a28e,0.22,grounding_unavailable,,,33.9194619,132.7676241,191.34803656971437,213,10,宅並山,grounding_response_without_coordinate
9,腰折山,summit-candidate:6b836f5beefdd52c,0.21,grounding_unavailable,,,34.1133271,133.0210613,218.65,213,11,館山,grounding_response_without_coordinate
9,腰折山,summit-candidate:b9ae103da9e3136b,0.21,grounding_unavailable,,,34.140513,133.0475658,211.73666666666668,213,12,八幡山,grounding_response_without_coordinate
9,腰折山,summit-candidate:e7b64a377534c79e,0.21,grounding_unavailable,,,33.1384517,132.4477537,217.52368147012137,213,13,峠ヶ森,grounding_response_without_coordinate
9,腰折山,summit-candidate:f676e5a22f523492,0.21,grounding_unavailable,,,33.8924606,133.0391092,211.39459610568747,213,14,愛ノ山,grounding_response_without_coordinate
9,腰折山,summit-candidate:3807e62715de33f9,0.15,grounding_unavailable,,,34.0326072,132.8753902,240.99666666666667,213,15,高仙山,grounding_response_without_coordinate
9,腰折山,summit-candidate:3a1a951de82d4254,0.15,grounding_unavailable,,,34.0131705,133.6055034,227.89170104701893,213,16,高文殊山,grounding_response_without_coordinate
9,腰折山,summit-candidate:51a919059b1a6dbb,0.15,grounding_unavailable,,,33.0306132,132.399974,194.63,213,17,由良山,grounding_response_without_coordinate
9,腰折山,summit-candidate:588c967023117267,0.15,grounding_unavailable,,,34.2634531,132.9718171,201.48000000000002,213,18,鏡山,grounding_response_without_coordinate
9,腰折山,summit-candidate:86e4db352b85ced4,0.15,grounding_unavailable,,,34.1597225,133.0770866,235.75333333333333,213,19,高取山,grounding_response_without_coordinate
9,腰折山,summit-candidate:8cef52d6989a94db,0.15,grounding_unavailable,,,33.9640455,133.4034525,237.66666666666666,213,20,北山,grounding_response_without_coordinate
9,腰折山,summit-candidate:9acc21860aa8a208,0.15,grounding_unavailable,,,33.7680114,132.779871,192.99666666666667,213,21,扇山,grounding_response_without_coordinate
9,腰折山,summit-candidate:bf9808bbf86d5d73,0.15,grounding_unavailable,,,33.8975964,133.1980477,191.83333333333334,213,22,八堂山,grounding_response_without_coordinate
9,腰折山,summit-candidate:c6ced2088a2376f5,0.15,grounding_unavailable,,,33.4565633,132.2726227,225.95666666666668,213,23,石神山・金比羅山,grounding_response_without_coordinate
9,腰折山,summit-candidate:d5b708b4d3aa86a0,0.15,grounding_unavailable,,,34.0853958,132.9709549,239.86,213,24,近見山,grounding_response_without_coordinate
10,恵良山,summit-candidate:40260be41579ab8f,0.63,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,302,1,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
10,恵良山,summit-candidate:36e3ac8003e8b5d0,0.45,grounding_unavailable,,,33.9989521,132.785492,190.94333333333336,302,2,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
10,恵良山,summit-candidate:ac7a1ebef52ea30c,0.45,grounding_unavailable,,,33.9926561,132.7813592,156.4466666666667,302,3,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
10,恵良山,summit-candidate:d6b806525709cc22,0.45,grounding_unavailable,,,33.9932805,132.7899177,206.86333333333332,302,4,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
10,恵良山,summit-candidate:079ae30d76fb11c2,0.22,grounding_unavailable,,,33.8265074,132.8167326,280.85333333333335,302,5,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
10,恵良山,summit-candidate:75832271d4e4d0ba,0.22,grounding_unavailable,,,33.8816318,132.6714828,281.5,302,6,小富士,grounding_response_without_coordinate
10,恵良山,summit-candidate:98457196a66e294d,0.22,grounding_unavailable,,,33.9891451,132.6270439,282.75666666666666,302,7,高山・大里山・泰ノ山,grounding_response_without_coordinate
10,恵良山,summit-candidate:a0b87feaf88e526d,0.22,grounding_unavailable,,,33.9536062,132.8113157,282.46000000000004,302,8,高穴山,grounding_response_without_coordinate
10,恵良山,summit-candidate:b9e78d4a587ceaa0,0.22,grounding_unavailable,,,33.8349112,132.8127369,278.7366666666667,302,9,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
10,恵良山,summit-candidate:c284068144ec2cfd,0.22,grounding_unavailable,,,33.8245858,132.8164365,278.01,302,10,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
10,恵良山,summit-candidate:d43fade4de3e33c8,0.22,grounding_unavailable,,,33.8346163,132.8126367,278.9166666666667,302,11,宝ヶ峯・淡路ヶ峠,grounding_response_without_coordinate
10,恵良山,summit-candidate:d8270fc572efc0b2,0.22,grounding_unavailable,,,33.99782,132.8482925,279.05333333333334,302,12,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
10,恵良山,summit-candidate:ea919bf883e31a7b,0.22,grounding_unavailable,,,34.0063802,132.8186843,289.7633333333333,302,13,名石山,grounding_response_without_coordinate
10,恵良山,summit-candidate:fe8f624bdaa57afd,0.22,grounding_unavailable,,,33.9704741,132.6073111,288.9433333333333,302,14,高山・大里山・泰ノ山,grounding_response_without_coordinate
10,恵良山,summit-candidate:0f09bdcc25daff65,0.21,grounding_unavailable,,,34.0386314,132.8923059,311.96,302,15,無宗天山,grounding_response_without_coordinate
10,恵良山,summit-candidate:468c5bbccd8aba53,0.21,grounding_unavailable,,,34.212287,133.0867989,300.6033333333333,302,16,宝股山,grounding_response_without_coordinate
10,恵良山,summit-candidate:47129c06b82cf694,0.21,grounding_unavailable,,,33.4533154,132.27344,295.1133333333334,302,17,石神山・金比羅山,grounding_response_without_coordinate
10,恵良山,summit-candidate:682d61b87016166b,0.21,grounding_unavailable,,,33.5504243,132.669431,307.18333333333334,302,18,高森山,grounding_response_without_coordinate
10,恵良山,summit-candidate:d03c84134ca0989d,0.21,grounding_unavailable,,,33.8192567,132.8731185,306.31,302,19,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
10,恵良山,summit-candidate:35b464661fa62df9,0.15,grounding_unavailable,,,34.2803533,133.2279632,323.2966666666667,302,20,三山,grounding_response_without_coordinate
10,恵良山,summit-candidate:730e21bca5cdf60d,0.15,grounding_unavailable,,,33.1120886,132.4865753,312.2633333333334,302,21,雨森山,grounding_response_without_coordinate
10,恵良山,summit-candidate:80fb4ff56016a4dd,0.15,grounding_unavailable,,,33.7482827,132.8648856,326.3533333333333,302,22,御岳山,grounding_response_without_coordinate
10,恵良山,summit-candidate:830c63408bf56cc5,0.15,grounding_unavailable,,,33.4134474,132.1753954,289.2,302,23,大森山,grounding_response_without_coordinate
10,恵良山,summit-candidate:b1bd2a482a691bd8,0.15,grounding_unavailable,,,33.4977228,132.5826447,285.99333333333334,302,24,根太山,grounding_response_without_coordinate
10,恵良山,summit-candidate:bcc05b721653749f,0.15,grounding_unavailable,,,34.0073425,132.8450021,290.3833333333333,302,25,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
10,恵良山,summit-candidate:dba931625b34d9ac,0.15,grounding_unavailable,,,33.741489,132.7329923,313.21999999999997,302,26,ベツソ山・歯朶谷山,grounding_response_without_coordinate
10,恵良山,summit-candidate:e55456349660bd14,0.15,grounding_unavailable,,,33.2720922,132.5543833,325.42,302,27,遠見山,grounding_response_without_coordinate
10,恵良山,summit-candidate:ef6730fa259856ec,0.15,grounding_unavailable,,,33.2302311,132.5212462,319.6933333333333,302,28,鳥屋ヶ森,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:59c561a08189d6b9,0.63,grounding_unavailable,,,33.8233656,132.9413939,630.2399999999999,633,1,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:7c532ef1be71a4d1,0.45,grounding_unavailable,,,33.8412373,132.9293942,924.7866666666665,633,2,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:8e8035372e25eb9d,0.28,grounding_unavailable,,,33.887339,132.9480065,628.7666666666668,633,3,東三方ヶ森,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:24dc6cf37ce4e715,0.22,grounding_unavailable,,,33.7661685,132.9049612,646.4833333333332,633,4,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:d4dc6f2bbe1f994f,0.22,grounding_unavailable,,,33.7646004,132.900658,643.7166666666667,633,5,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:0bd3d051cdb972fd,0.21,grounding_unavailable,,,33.6988091,132.6831717,632.3133333333334,633,6,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:23316af255d30882,0.21,grounding_unavailable,,,33.692167,132.6731896,627.2966666666666,633,7,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:4db5b3ffd85092bf,0.21,grounding_unavailable,,,33.5995314,132.5168274,626.9591280717788,633,8,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:6b19d2116121b615,0.21,grounding_unavailable,,,33.4883211,132.4618686,624.4499999999999,633,9,鞍掛山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:a9b00b48e0c94eab,0.21,grounding_unavailable,,,33.3270345,132.5414704,631.8566666666667,633,10,高森山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:bb84b00f3a929195,0.21,grounding_unavailable,,,33.4309452,132.482212,642.6,633,11,大畑山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:1fd59e0e67624706,0.15,grounding_unavailable,,,33.6266981,132.6808191,620.0533333333333,633,12,陣が森岳,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:2670057d58a25475,0.15,grounding_unavailable,,,33.9725881,132.924821,616.4333333333334,633,13,丸山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:5f3f2f47d84464c4,0.15,grounding_unavailable,,,33.4530897,132.7168465,605.2468947172716,633,14,一ヶ森,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:6342f0069cd164e8,0.15,grounding_unavailable,,,33.5194593,132.6057323,649.24,633,15,新谷神南山・五十崎神南山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:9306f5a7fe249a15,0.15,grounding_unavailable,,,33.6157929,132.5364783,646.4861527563789,633,16,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:9fe27d7d4a51aa70,0.15,grounding_unavailable,,,33.590232,132.798511,649.16,633,17,登議城山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:ab39145b6a448b8d,0.15,grounding_unavailable,,,33.9386003,133.5857961,617.3566666666667,633,18,白木山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:ac8e3853fbbf0c6f,0.15,grounding_unavailable,,,33.0072084,132.5866268,651.8438770113412,633,19,白石山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:b02ff952b74ca472,0.15,grounding_unavailable,,,33.454717,132.7240857,622.8707379152734,633,20,岳山,grounding_response_without_coordinate
11,皿ヶ森,summit-candidate:da65a16f23740e83,0.15,grounding_unavailable,,,33.4130019,132.7969092,646.7704243218062,633,21,三滝山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:59c561a08189d6b9,0.45,grounding_unavailable,,,33.8233656,132.9413939,630.2399999999999,735,1,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:7c532ef1be71a4d1,0.45,grounding_unavailable,,,33.8412373,132.9293942,924.7866666666665,735,2,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:e7ae682a07af2e10,0.22,grounding_unavailable,,,33.8423734,132.8811963,719.2533333333334,735,3,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:02fa4cfab6fa90d3,0.21,grounding_unavailable,,,33.7134297,132.824108,731.4733333333334,735,4,遠ヶ森,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:0a765b89058b256b,0.21,grounding_unavailable,,,33.6808914,132.7938736,734.4240556679409,735,5,城山・水梨山・向山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:38105da918da8262,0.21,grounding_unavailable,,,33.6137407,132.5447284,733.0708946789382,735,6,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:9a0532ee2b40e5f3,0.21,grounding_unavailable,,,33.0274144,132.6396303,725.5,735,7,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:b3cf76c035511afe,0.21,grounding_unavailable,,,33.5171137,132.7257366,737.4383606793477,735,8,大森山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:07834c521328cc1d,0.15,grounding_unavailable,,,33.6848511,132.7812374,707.7550916004999,735,9,城山・水梨山・向山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:49147712961a83be,0.15,grounding_unavailable,,,33.5174638,132.6333302,708.9699999999999,735,10,新谷神南山・五十崎神南山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:6adfa15b8dbd8966,0.15,grounding_unavailable,,,33.5381203,132.4689665,756.9766666666668,735,11,牛の峰・尻高峰,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:81081ef1b6e58a79,0.15,grounding_unavailable,,,33.6509595,132.7915875,711,735,12,笠成山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:eb031d650d8e9a7a,0.15,grounding_unavailable,,,33.9835402,133.681909,753.8057910293684,735,13,峰畑山,grounding_response_without_coordinate
12,経座ヶ森,summit-candidate:ff0e7de3b62f5ed8,0.15,grounding_unavailable,,,33.2597751,132.6071981,760.3519951848507,735,14,泉ガ森,grounding_response_without_coordinate
13,谷上山,summit-candidate:0eff3d1ea2b48d73,0.63,grounding_unavailable,,,33.7351844,132.7317786,456.90483803547824,455,1,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
