mountain_no,mountain_name,suggested_summit_candidate_id,suggested_candidate_score,suggested_candidate_confidence,suggested_location_stability_bucket,suggested_municipality_relation,suggested_candidate_municipality,source_mountain_municipality,accepted_summit_candidate_id,decision_status,decision_reason,reviewer_notes,needs_followup,map_checked,packet_path,top3_candidate_ids,conflict_group_ids,created_from_stage
61,三本杭,summit-candidate:babbcdf7bbd23463,0.85,medium,location_uncertain_keep,non_adjacent_municipality,宇和島市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0048_yamap_2022-04-08_09_33.md,summit-candidate:babbcdf7bbd23463|summit-candidate:27c1036d4aa2230e|summit-candidate:40068653b28bad40,gpx_group_0048|summit_candidate_0299|summit_candidate_0123|summit_candidate_0265|mountain_061,location_stability_review_packets
62,八面山,summit-candidate:27c1036d4aa2230e,0.85,medium,boundary_plausible,adjacent_municipality,宇和島市,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0048_yamap_2022-04-08_09_33.md,summit-candidate:27c1036d4aa2230e|summit-candidate:91ebf1d99654d5b2|summit-candidate:7ceb76663c2bb81b,gpx_group_0048|summit_candidate_0123|summit_candidate_0414|summit_candidate_0089|mountain_062,location_stability_review_packets
63,大久保山,summit-candidate:7ceb76663c2bb81b,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,宇和島市,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0048_yamap_2022-04-08_09_33.md,summit-candidate:7ceb76663c2bb81b|summit-candidate:91ebf1d99654d5b2|summit-candidate:27c1036d4aa2230e,gpx_group_0048|summit_candidate_0089|summit_candidate_0414|summit_candidate_0123|mountain_063,location_stability_review_packets
64,大月山,summit-candidate:9a68e7a3a97831ff,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0118_yamap_2022-04-09_14_44.md,summit-candidate:9a68e7a3a97831ff|summit-candidate:6ba0d3c6b0fb6b96|summit-candidate:0ff024bf702c13bb,gpx_group_0118|summit_candidate_0287|summit_candidate_0209|summit_candidate_0012|mountain_064,location_stability_review_packets
65,引地山,summit-candidate:7a1f0e8b5f9e5cc2,0.55,low,location_uncertain_keep,non_adjacent_municipality,久万高原町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0101_yamap_2022-04-15_11_52.md,summit-candidate:7a1f0e8b5f9e5cc2|summit-candidate:b06e13a9483478e5|summit-candidate:851dc9683d2d7442,gpx_group_0101|summit_candidate_0110|summit_candidate_0443|summit_candidate_0437|mountain_065,location_stability_review_packets
66,東三方ヶ森,summit-candidate:d06b9d5365beffaa,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0127_yamap_2022-04-16_07_39.md,summit-candidate:d06b9d5365beffaa|summit-candidate:8e8035372e25eb9d|summit-candidate:77bb5774f7fa012e,gpx_group_0127|summit_candidate_0359|summit_candidate_0438|summit_candidate_0461|mountain_066,location_stability_review_packets
67,甲が森,summit-candidate:50d68ea03af3c4ff,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,西予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0181_yamap_2022-04-22_11_13.md,summit-candidate:50d68ea03af3c4ff|summit-candidate:6198ad7009d86ec2|summit-candidate:da65a16f23740e83,gpx_group_0181|summit_candidate_0142|summit_candidate_0126|summit_candidate_0242|mountain_067,location_stability_review_packets
68,三滝山,summit-candidate:da65a16f23740e83,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西予市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0207_yamap_2022-04-22_12_22.md,summit-candidate:da65a16f23740e83|summit-candidate:50d68ea03af3c4ff|summit-candidate:6198ad7009d86ec2,gpx_group_0207|summit_candidate_0242|summit_candidate_0142|summit_candidate_0126|mountain_068,location_stability_review_packets
69,雨包山,summit-candidate:6198ad7009d86ec2,0.85,medium,location_uncertain_keep,non_adjacent_municipality,西予市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0235_yamap_2022-04-22_14_13.md,summit-candidate:6198ad7009d86ec2|summit-candidate:50d68ea03af3c4ff|summit-candidate:da65a16f23740e83,gpx_group_0235|summit_candidate_0126|summit_candidate_0142|summit_candidate_0242|mountain_069,location_stability_review_packets
70,源氏ヶ駄場（薊野峰）,summit-candidate:e85b9bd32eb5e6f1,0.79,medium,location_uncertain_keep,non_adjacent_municipality,西予市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0236_yamap_2022-04-22_16_48.md,summit-candidate:e85b9bd32eb5e6f1|summit-candidate:50d68ea03af3c4ff|summit-candidate:6198ad7009d86ec2,gpx_group_0236|summit_candidate_0364|summit_candidate_0142|summit_candidate_0126|mountain_070,location_stability_review_packets
71,碁石ヶ森,summit-candidate:ee9d736a090185dd,0.85,medium,location_strong_match,same_municipality,西予市,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0067_yamap_2022-04-22_17_29.md,summit-candidate:ee9d736a090185dd|summit-candidate:50d68ea03af3c4ff|summit-candidate:6198ad7009d86ec2,gpx_group_0067|summit_candidate_0114|summit_candidate_0142|summit_candidate_0126|mountain_071,location_stability_review_packets
72,伊之子山,summit-candidate:15c71a530dcecd2e,0.58,low,location_uncertain_keep,non_adjacent_municipality,松山市,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0121_yamap_2022-04-25_11_35.md,summit-candidate:15c71a530dcecd2e|summit-candidate:e793f83b8a4fd86f|summit-candidate:b1d864fd1fcc9dcb,gpx_group_0121|summit_candidate_0255|summit_candidate_0452|summit_candidate_0295|mountain_072,location_stability_review_packets
73,御在所山,summit-candidate:61f36127d879648f,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0241_yamap_2022-04-27_10_31.md,summit-candidate:61f36127d879648f|summit-candidate:17c3649ad9b147ce|summit-candidate:a271a6c73ad11b69,gpx_group_0241|summit_candidate_0270|summit_candidate_0045|summit_candidate_0222|mountain_073,location_stability_review_packets
74,岩黒山,summit-candidate:591204fdc01b55b6,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0099_yamap_2022-04-30_08_30.md,summit-candidate:591204fdc01b55b6|summit-candidate:71b10e23075edf20|summit-candidate:d13554ef3debca9d,gpx_group_0099|summit_candidate_0268|summit_candidate_0056|summit_candidate_0380|mountain_074,location_stability_review_packets
75,筒上山,summit-candidate:71b10e23075edf20,0.85,medium,boundary_plausible,adjacent_municipality,久万高原町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0099_yamap_2022-04-30_08_30.md,summit-candidate:71b10e23075edf20|summit-candidate:d13554ef3debca9d|summit-candidate:591204fdc01b55b6,gpx_group_0099|summit_candidate_0056|summit_candidate_0380|summit_candidate_0268|mountain_075,location_stability_review_packets
76,手箱山,summit-candidate:43f9d4fa36aabb79,0.68,medium,location_uncertain_keep,candidate_outside_prefecture,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0099_yamap_2022-04-30_08_30.md,summit-candidate:43f9d4fa36aabb79|summit-candidate:71b10e23075edf20|summit-candidate:d13554ef3debca9d,gpx_group_0099|summit_candidate_0333|summit_candidate_0056|summit_candidate_0380|mountain_076,location_stability_review_packets
77,大川嶺,summit-candidate:1ebd63d8e2790409,0.85,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0102_yamap_2022-05-02_09_06.md,summit-candidate:1ebd63d8e2790409|summit-candidate:33637f0e3b5b1405|summit-candidate:22e40e9eb117a033,gpx_group_0102|summit_candidate_0019|summit_candidate_0406|summit_candidate_0259|mountain_077,location_stability_review_packets
78,笠取山,summit-candidate:1ebd63d8e2790409,0.79,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0102_yamap_2022-05-02_09_06.md,summit-candidate:1ebd63d8e2790409|summit-candidate:33637f0e3b5b1405|summit-candidate:5ec5a611be375a53,gpx_group_0102|summit_candidate_0019|summit_candidate_0406|summit_candidate_0207|mountain_078,location_stability_review_packets
79,ウバホド山,summit-candidate:1ebd63d8e2790409,0.67,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0102_yamap_2022-05-02_09_06.md,summit-candidate:1ebd63d8e2790409|summit-candidate:33637f0e3b5b1405|summit-candidate:3f404ba3e31c8b54,gpx_group_0102|summit_candidate_0019|summit_candidate_0406|summit_candidate_0384|mountain_079,location_stability_review_packets
80,うなめご,summit-candidate:ea6bebee79234da7,0.73,medium,location_uncertain_keep,non_adjacent_municipality,久万高原町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0061_yamap_2022-05-05_13_29.md,summit-candidate:ea6bebee79234da7|summit-candidate:e7e4429a39f6359f|summit-candidate:e084389cc60ad329,gpx_group_0061|summit_candidate_0156|summit_candidate_0181|summit_candidate_0074|mountain_080,location_stability_review_packets
81,前々司山,summit-candidate:e7e4429a39f6359f,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0061_yamap_2022-05-05_13_29.md,summit-candidate:e7e4429a39f6359f|summit-candidate:ea6bebee79234da7|summit-candidate:e084389cc60ad329,gpx_group_0061|summit_candidate_0181|summit_candidate_0156|summit_candidate_0074|mountain_081,location_stability_review_packets
82,陣ヶ森,summit-candidate:e084389cc60ad329,0.73,medium,boundary_plausible,adjacent_municipality,久万高原町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0061_yamap_2022-05-05_13_29.md,summit-candidate:e084389cc60ad329|summit-candidate:e7e4429a39f6359f|summit-candidate:ea6bebee79234da7,gpx_group_0061|summit_candidate_0074|summit_candidate_0181|summit_candidate_0156|mountain_082,location_stability_review_packets
83,寒川山,summit-candidate:2f7dbee4c5bde53e,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:2f7dbee4c5bde53e|summit-candidate:db51ae1b2be57eea|summit-candidate:eaabf45a5163fb65,gpx_group_0070|summit_candidate_0003|summit_candidate_0121|summit_candidate_0370|mountain_083,location_stability_review_packets
84,豊受山,summit-candidate:2f7dbee4c5bde53e,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:2f7dbee4c5bde53e|summit-candidate:eaabf45a5163fb65|summit-candidate:db51ae1b2be57eea,gpx_group_0070|summit_candidate_0003|summit_candidate_0370|summit_candidate_0121|mountain_084,location_stability_review_packets
85,赤星山,summit-candidate:db51ae1b2be57eea,0.85,medium,location_strong_match,same_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:db51ae1b2be57eea|summit-candidate:2f7dbee4c5bde53e|summit-candidate:eaabf45a5163fb65,gpx_group_0070|summit_candidate_0121|summit_candidate_0003|summit_candidate_0370|mountain_085,location_stability_review_packets
86,七々木山,summit-candidate:2f7dbee4c5bde53e,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:2f7dbee4c5bde53e|summit-candidate:db51ae1b2be57eea|summit-candidate:eaabf45a5163fb65,gpx_group_0070|summit_candidate_0003|summit_candidate_0121|summit_candidate_0370|mountain_086,location_stability_review_packets
87,鋸山,summit-candidate:2f7dbee4c5bde53e,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:2f7dbee4c5bde53e|summit-candidate:db51ae1b2be57eea|summit-candidate:eaabf45a5163fb65,gpx_group_0070|summit_candidate_0003|summit_candidate_0121|summit_candidate_0370|mountain_087,location_stability_review_packets
88,翠波峰,summit-candidate:2f7dbee4c5bde53e,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:2f7dbee4c5bde53e|summit-candidate:db51ae1b2be57eea|summit-candidate:eaabf45a5163fb65,gpx_group_0070|summit_candidate_0003|summit_candidate_0121|summit_candidate_0370|mountain_088,location_stability_review_packets
89,平石山,summit-candidate:2f7dbee4c5bde53e,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0070_yamap_2022-05-07_07_14.md,summit-candidate:2f7dbee4c5bde53e|summit-candidate:db51ae1b2be57eea|summit-candidate:eaabf45a5163fb65,gpx_group_0070|summit_candidate_0003|summit_candidate_0121|summit_candidate_0370|mountain_089,location_stability_review_packets
90,割石東山,summit-candidate:4b33f9c73e644793,0.85,medium,location_uncertain_keep,non_adjacent_municipality,久万高原町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0123_yamap_2022-05-15_06_10.md,summit-candidate:4b33f9c73e644793|summit-candidate:57e8c6cb102c9500|summit-candidate:bb644412fd9a132c,gpx_group_0123|summit_candidate_0132|summit_candidate_0389|summit_candidate_0231|mountain_090,location_stability_review_packets
91,青滝山,summit-candidate:242762a3c600ff91,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0123_yamap_2022-05-15_06_10.md,summit-candidate:242762a3c600ff91|summit-candidate:4b33f9c73e644793|summit-candidate:57e8c6cb102c9500,gpx_group_0123|summit_candidate_0162|summit_candidate_0132|summit_candidate_0389|mountain_091,location_stability_review_packets
92,堂ヶ森,summit-candidate:bb644412fd9a132c,0.85,medium,location_uncertain_keep,non_adjacent_municipality,久万高原町,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0123_yamap_2022-05-15_06_10.md,summit-candidate:bb644412fd9a132c|summit-candidate:4b33f9c73e644793|summit-candidate:57e8c6cb102c9500,gpx_group_0123|summit_candidate_0231|summit_candidate_0132|summit_candidate_0389|mountain_092,location_stability_review_packets
93,南尖峰,summit-candidate:3b98b67bbe0fe0f9,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,久万高原町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0106_yamap_2022-05-22_08_09.md,summit-candidate:3b98b67bbe0fe0f9|summit-candidate:19713e48698f3e2a|summit-candidate:88555c5557efeb46,gpx_group_0106|summit_candidate_0082|summit_candidate_0161|summit_candidate_0413|mountain_093,location_stability_review_packets
94,自念子ノ頭,summit-candidate:6b5100f449c22108,0.78,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0258_yamap_2022-05-25_09_48.md,summit-candidate:6b5100f449c22108|summit-candidate:7a5ca8d918f43720|summit-candidate:40e090ce41a89b55,gpx_group_0258|summit_candidate_0338|summit_candidate_0391|summit_candidate_0051|mountain_094,location_stability_review_packets
95,勝山,summit-candidate:91cacd7deced8470,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0139_yamap_2022-06-04_14_13.md,summit-candidate:91cacd7deced8470|summit-candidate:2b833dfb6f3f84c1|summit-candidate:12f30719aca26806,gpx_group_0139|summit_candidate_0282|summit_candidate_0066|summit_candidate_0376|mountain_095,location_stability_review_packets
