mountain_no,mountain_name,summit_candidate_id,grounding_refined_score,grounding_bucket,grounding_distance_m,grounding_consensus,grounding_confidence,location_stability_bucket,location_stability_refined_score,candidate_lat,candidate_lon,candidate_ele_m,elevation_diff_m,name_tier,grounding_refined_review_priority,track_name
491,"笹峠山",summit-candidate:118b217506eb653f,0.61,grounding_weakened,2654.6,single_cluster_consensus,0.95,location_strong_match,0.67,33.5274365,132.8527908,1334.5,380.5,strong,deprioritized,"雨乞山・妙見森"
492,"雨霧山",summit-candidate:d5d39ec66a34deb5,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5549522,132.8679548,1235.9,9.1,strong,medium,"雨霧山"
493,"三郷の辻",summit-candidate:46ab73ee0e06e924,0.69,grounding_weakened,14402,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.640684,132.8369828,926.8,4.2,strong,deprioritized,"三郷の辻"
494,"権現山",summit-candidate:2011a6c909945d6f,0.73,grounding_weakened,13287.5,single_cluster_consensus,0.95,location_strong_match,0.79,33.8390197,132.7201785,102.9,14.1,strong,deprioritized,"権現山"
495,"雨乞山",summit-candidate:d0d3096d540f375e,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5112211,132.3821763,496.6,2.4,strong,medium,"雨乞山"
496,"鼻欠山",summit-candidate:9e86644a708cb211,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.582033,132.5041115,459,13,strong,medium,"鼻欠山"
497,"面木山",summit-candidate:d5a6fcb592162088,0.69,grounding_weakened,6203,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.8136584,133.0127568,981.2,6.8,strong,deprioritized,"面木山・黒森"
498,"黒森",summit-candidate:a96db37bf518f31a,0.62,grounding_weakened,7550.6,single_cluster_consensus,0.95,location_uncertain_keep,0.68,33.7912411,133.0215447,894.5,8.5,strong,deprioritized,"面木山・黒森"
499,"台ヶ森",summit-candidate:53a6401abf71c488,0.61,grounding_weakened,3903.1,single_cluster_consensus,0.96,location_strong_match,0.67,33.7946359,133.1931324,1892.1,391.1,strong,deprioritized,"男山・瓶ヶ森・台ヶ森"
500,"丸山",summit-candidate:b87c90ebd1eb0d06,0.61,grounding_weakened,3849.1,single_cluster_consensus,0.96,location_strong_match,0.67,33.8280769,133.2743948,1856.7,309.7,strong,deprioritized,"丸山・ちち山・笹ヶ峰"
501,"大森山",summit-candidate:565ba3761956d9b3,0.58,grounding_weakened,37661.1,single_cluster_consensus,1,location_uncertain_keep,0.64,33.8789795,133.544002,1426.6,27.6,strong,deprioritized,"大森山・佐々連尾山・三つ足山"
502,"うつむき山",summit-candidate:6b0155a434d72d79,0.29,grounding_weakened,48332,single_cluster_consensus,1,location_uncertain_keep,0.35,33.9890249,132.8891658,532.4,2.6,none,deprioritized,"陣が森・岩が森・スクモ塚・高萩山・長者森"
503,"妙見山",summit-candidate:6b0155a434d72d79,0.29,grounding_weakened,54760.5,single_cluster_consensus,1,location_uncertain_keep,0.35,33.9890249,132.8891658,532.4,2.6,none,deprioritized,"陣が森・岩が森・スクモ塚・高萩山・長者森"
504,"鉢が森",summit-candidate:51c8bc6a368c422c,0.46,grounding_weakened,13701.4,single_cluster_consensus,1,location_strong_match,0.52,33.3475127,132.4815915,542.5,9.5,none,deprioritized,"竜王の峰"
505,"高山寺山",summit-candidate:101c1b0635c0bec0,0.39,grounding_weakened,75689.4,single_cluster_consensus,1,location_uncertain_keep,0.45,34.1144302,132.9156361,131.7,429.3,medium,deprioritized,"高山"
506,"陣ヶ森",summit-candidate:e084389cc60ad329,0.51,grounding_weakened,24182.4,single_cluster_consensus,1,boundary_plausible,0.57,33.7260215,132.9136819,1203.4,638.4,strong,deprioritized,"陣ヶ森・前々司山・うなめご"
507,"牛ヶ首",summit-candidate:339138a4e53293da,0.4,grounding_weakened,3979.1,single_cluster_consensus,1,location_strong_match,0.46,33.9047167,133.3174422,571.2,12.8,none,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
508,"三石山",summit-candidate:f028aab45221cee6,0.4,grounding_weakened,6859.6,single_cluster_consensus,1,location_strong_match,0.46,33.6093279,132.8006087,599.1,16.9,none,deprioritized,"池ノ城山"
509,"感応寺山",summit-candidate:0048d4d3a7981b80,0.46,grounding_weakened,7768.3,single_cluster_consensus,1,location_strong_match,0.52,33.6062894,132.5155614,697.5,9.5,none,deprioritized,"壺神山・滝山・足山・皿が森"
510,"水無権現",summit-candidate:4a22801b12460992,0.4,grounding_weakened,6074.5,single_cluster_consensus,1,location_strong_match,0.46,33.6034415,132.6564373,676.6,26.4,none,deprioritized,"船ヶ迫岳・鎌倉山"
511,"秋葉山",summit-candidate:0bd3d051cdb972fd,0.41,grounding_weakened,13409,single_cluster_consensus,1,adjacent_but_deep_inside,0.47,33.6988091,132.6831717,632.3,89.7,strong,low,"本尊山・秋葉山・立烏帽子山・明神山"
512,"黒山",summit-candidate:71b10e23075edf20,0.51,grounding_weakened,51959.3,single_cluster_consensus,1,boundary_plausible,0.57,33.732243,133.160912,1863.2,1134.2,strong,deprioritized,"岩黒山・筒上山・手箱山"
513,"大野山",summit-candidate:17a471cc45af2c05,0.46,grounding_weakened,96659.1,single_cluster_consensus,1,location_uncertain_keep,0.52,33.833662,133.4735407,1270.4,470.4,strong,deprioritized,"野地峰・黒岩山・大野山"
514,"棟山",summit-candidate:5f31b84e049f61fa,0.34,grounding_weakened,17393.2,single_cluster_consensus,1,boundary_plausible,0.4,33.525575,132.750723,798.3,9.7,none,deprioritized,"高森山・町木山・寒台山・鎧掛山"
515,"星ヶ森",summit-candidate:9669b668bebfc145,0.46,grounding_weakened,12759.7,single_cluster_consensus,1,location_strong_match,0.52,33.9017492,132.9949732,811,9,none,deprioritized,"黒滝山・木久ヶ森"
516,"草屋敷",summit-candidate:f55ffb534aa2ae4c,0.46,grounding_weakened,18291.1,single_cluster_consensus,1,location_strong_match,0.52,33.5133814,132.7770265,826,2,none,deprioritized,"高森山・町木山・寒台山・鎧掛山"
517,"大熊山",summit-candidate:d1269170b687c5bc,0.4,grounding_weakened,10295.5,single_cluster_consensus,1,location_strong_match,0.46,33.8581024,132.9583176,873.5,17.5,none,deprioritized,"稔山"
518,"笠松山",summit-candidate:9d5a3bd31bedfeda,0.46,grounding_weakened,34380.6,single_cluster_consensus,1,location_uncertain_keep,0.52,33.9792546,133.0397832,356.7,511.3,strong,deprioritized,"世田山・笠松山"
519,"蒲山",summit-candidate:a0ef25e9a532b62e,0.3,grounding_weakened,6642.1,single_cluster_consensus,1,location_uncertain_keep,0.36,33.7052794,132.7652806,888.5,15.5,none,deprioritized,"谷上山・権現山・白滝山・障子山"
520,"牛ノ峯",summit-candidate:606168b97944fce5,0.36,grounding_weakened,19797.2,single_cluster_consensus,1,location_uncertain_keep,0.42,33.5926584,132.8486131,900.1,5.1,none,deprioritized,"日浦嶺・打越山"
521,"小森",summit-candidate:0ff024bf702c13bb,0.29,grounding_weakened,26093.2,single_cluster_consensus,1,location_uncertain_keep,0.35,33.9266494,132.924009,927.3,4.7,none,deprioritized,"福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森"
522,"辻ヶ峰",summit-candidate:6a1baa0667de8a9d,0.29,grounding_weakened,102664.3,single_cluster_consensus,1,location_uncertain_keep,0.35,33.1518363,132.6299101,959.8,2.8,none,deprioritized,"加塚山"
523,"常住",summit-candidate:d5a6fcb592162088,0.36,grounding_weakened,14882.2,single_cluster_consensus,1,location_uncertain_keep,0.42,33.8136584,133.0127568,981.2,2.8,none,deprioritized,"面木山・黒森"
524,"熊鷹山",summit-candidate:8078eb6cc96c519a,0.46,grounding_weakened,19647.8,single_cluster_consensus,1,location_strong_match,0.52,33.895514,133.6139166,1096.6,1.6,none,deprioritized,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰"
525,"櫛ヶ峰",summit-candidate:282882317c3aab0b,0.29,grounding_weakened,98974.8,single_cluster_consensus,1,location_uncertain_keep,0.35,33.1093173,132.663091,1106.8,5.2,none,deprioritized,"大黒山・譲ヶ葉森"
526,"大旗山",summit-candidate:ee9d736a090185dd,0.46,grounding_weakened,6058.3,single_cluster_consensus,1,location_strong_match,0.52,33.4823808,132.8861266,1188.1,4.1,none,deprioritized,"碁石ヶ森"
527,"兵庫山",summit-candidate:e2c08955f9275289,0.4,grounding_weakened,6869,single_cluster_consensus,1,location_strong_match,0.46,33.88745,133.4510092,1291.9,11.1,none,deprioritized,"ハネズル山"
528,"生之越",summit-candidate:777bcc5c6ed2c27e,0.46,grounding_weakened,29461.9,single_cluster_consensus,1,location_strong_match,0.52,33.7182406,133.056812,1317.5,7.5,none,deprioritized,"大ノ森"
529,"玉取山",summit-candidate:0886436b79473a6c,0.4,grounding_weakened,7413.1,single_cluster_consensus,1,location_strong_match,0.46,33.8803402,133.6037486,1340.5,10.5,none,deprioritized,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰"
530,"三ヶ森",summit-candidate:5771cdd191c3861d,0.4,grounding_weakened,102356.9,single_cluster_consensus,1,location_strong_match,0.46,33.8259035,133.1757371,1351.2,25.8,none,deprioritized,"二ノ岳・高森"
531,"扇山",summit-candidate:02fa4cfab6fa90d3,0.46,grounding_weakened,38137.9,single_cluster_consensus,1,location_uncertain_keep,0.52,33.7134297,132.824108,731.5,660.5,strong,deprioritized,"遠ヶ森"
