mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,top_candidate_ele_m,mountain_elevation_m,top_elevation_diff_m,csv_coordinate_distance_m,location_summary,activity_link_summary,needs_human_review,review_reason_codes,notes
140,高戸山,25,summit-candidate:aadeb26cf0359691,0.68,medium,高戸山,yamap_2022-10-14_12_05.gpx,112.67,115,2.33,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=高戸山(#140); candidate=summit-candidate:aadeb26cf0359691; track=""高戸山""; score=0.68; name_tier=strong; ele_diff=2.33m; loc=mismatch_warning; act_conf=high"
141,犬吠山,26,summit-candidate:cc3fbb2358d0d4fc,0.68,medium,犬吠山,yamap_2022-10-14_13_01.gpx,120.41,124,3.59,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=犬吠山(#141); candidate=summit-candidate:cc3fbb2358d0d4fc; track=""犬吠山""; score=0.68; name_tier=strong; ele_diff=3.59m; loc=mismatch_warning; act_conf=high"
142,泰の山,25,summit-candidate:aadeb26cf0359691,0.68,medium,高戸山,yamap_2022-10-14_12_05.gpx,112.67,115,2.33,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=泰の山(#142); candidate=summit-candidate:aadeb26cf0359691; track=""高戸山""; score=0.68; name_tier=strong; ele_diff=2.33m; loc=mismatch_warning; act_conf=high"
143,中三方ヶ森,29,summit-candidate:17b2365d322cd022,0.69,medium,楢原山・古権現山・中三方ヶ森,yamap_2022-10-16_10_19.gpx,1212.63,1229,16.37,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=中三方ヶ森(#143); candidate=summit-candidate:17b2365d322cd022; track=""楢原山・古権現山・中三方ヶ森""; score=0.69; name_tier=strong; ele_diff=16.37m; loc=strong_overlap; act_conf=high"
144,古権現山,31,summit-candidate:0c2609d9e7e31a00,0.75,medium,楢原山・古権現山・中三方ヶ森,yamap_2022-10-16_10_19.gpx,1012.42,1003,9.42,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=古権現山(#144); candidate=summit-candidate:0c2609d9e7e31a00; track=""楢原山・古権現山・中三方ヶ森""; score=0.75; name_tier=strong; ele_diff=9.42m; loc=strong_overlap; act_conf=high"
145,楢原山,17,summit-candidate:c7ac7ff98cacc074,0.75,medium,楢原山・古権現山・中三方ヶ森,yamap_2022-10-16_10_19.gpx,1037.97,1041,3.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=楢原山(#145); candidate=summit-candidate:c7ac7ff98cacc074; track=""楢原山・古権現山・中三方ヶ森""; score=0.75; name_tier=strong; ele_diff=3.03m; loc=strong_overlap; act_conf=high"
146,西港山,14,summit-candidate:bf2b3499e08da2df,0.75,medium,西港山・大丸山・港山,yamap_2022-10-19_16_00.gpx,47.88,52,4.12,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|timezone_sensitive_activity_link,"mountain=西港山(#146); candidate=summit-candidate:bf2b3499e08da2df; track=""西港山・大丸山・港山""; score=0.75; name_tier=strong; ele_diff=4.12m; loc=strong_overlap; act_conf=high"
147,大丸山,24,summit-candidate:a9a2a270fb6273fe,0.69,medium,西港山・大丸山・港山,yamap_2022-10-19_16_00.gpx,63.78,76,12.22,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|timezone_sensitive_activity_link,"mountain=大丸山(#147); candidate=summit-candidate:a9a2a270fb6273fe; track=""西港山・大丸山・港山""; score=0.69; name_tier=strong; ele_diff=12.22m; loc=strong_overlap; act_conf=high"
148,港山,13,summit-candidate:5f001ac124f82ef6,0.75,medium,西港山・大丸山・港山,yamap_2022-10-19_16_00.gpx,41.08,42,0.92,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|timezone_sensitive_activity_link,"mountain=港山(#148); candidate=summit-candidate:5f001ac124f82ef6; track=""西港山・大丸山・港山""; score=0.75; name_tier=strong; ele_diff=0.92m; loc=strong_overlap; act_conf=high"
149,すくも山,14,summit-candidate:f676e5a22f523492,0.57,medium,愛ノ山,yamap_2022-10-21_12_15.gpx,211.39,41,170.39,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,"mountain=すくも山(#149); candidate=summit-candidate:f676e5a22f523492; track=""愛ノ山""; score=0.57; name_tier=strong; ele_diff=170.39m; loc=strong_overlap; act_conf=high"
150,愛ノ山,21,summit-candidate:f676e5a22f523492,0.69,medium,愛ノ山,yamap_2022-10-21_12_15.gpx,211.39,198,13.39,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=愛ノ山(#150); candidate=summit-candidate:f676e5a22f523492; track=""愛ノ山""; score=0.69; name_tier=strong; ele_diff=13.39m; loc=strong_overlap; act_conf=high"
151,冨士山,22,summit-candidate:9d447faef6efe2ab,0.69,medium,冨士山,yamap_2022-10-27_13_37.gpx,335.75,320,15.75,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=冨士山(#151); candidate=summit-candidate:9d447faef6efe2ab; track=""冨士山""; score=0.69; name_tier=strong; ele_diff=15.75m; loc=strong_overlap; act_conf=high"
152,割石峠山,22,summit-candidate:45f2c6fc88212acd,0.69,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1059.54,1037,22.54,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=割石峠山(#152); candidate=summit-candidate:45f2c6fc88212acd; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.69; name_tier=strong; ele_diff=22.54m; loc=strong_overlap; act_conf=high"
153,石墨山,21,summit-candidate:9f01494435790d72,0.62,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1437.83,1456,18.17,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,"mountain=石墨山(#153); candidate=summit-candidate:9f01494435790d72; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.62; name_tier=strong; ele_diff=18.17m; loc=mismatch_warning; act_conf=high"
154,法師山,14,summit-candidate:25e47e34740282d2,0.75,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1313.35,1310,3.35,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=法師山(#154); candidate=summit-candidate:25e47e34740282d2; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=3.35m; loc=strong_overlap; act_conf=high"
155,白猪山,24,summit-candidate:5cb1fa3d9dcf60f5,0.63,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1237.10,1202,35.1,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=白猪山(#155); candidate=summit-candidate:5cb1fa3d9dcf60f5; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.63; name_tier=strong; ele_diff=35.1m; loc=strong_overlap; act_conf=high"
156,梅ヶ谷山,16,summit-candidate:25e47e34740282d2,0.75,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1313.35,1316,2.65,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=梅ヶ谷山(#156); candidate=summit-candidate:25e47e34740282d2; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=2.65m; loc=strong_overlap; act_conf=high"
157,樽谷山,23,summit-candidate:16e9de2bedeb2d1c,0.75,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1252.40,1255,2.6,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=樽谷山(#157); candidate=summit-candidate:16e9de2bedeb2d1c; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=2.6m; loc=strong_overlap; act_conf=high"
158,根無山,27,summit-candidate:5cb1fa3d9dcf60f5,0.75,medium,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,yamap_2022-10-28_06_21.gpx,1237.10,1241,3.9,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=根無山(#158); candidate=summit-candidate:5cb1fa3d9dcf60f5; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=3.9m; loc=strong_overlap; act_conf=high"
159,権現山,40,summit-candidate:cf97b8470d2ed1d7,0.75,medium,権現山・黒岳・エビラ山・二ッ岳,yamap_2022-11-05_04_38.gpx,1584.25,1594,9.75,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=権現山(#159); candidate=summit-candidate:cf97b8470d2ed1d7; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.75; name_tier=strong; ele_diff=9.75m; loc=strong_overlap; act_conf=high"
160,黒岳,14,summit-candidate:ffa6a88e4e680fd5,0.75,medium,権現山・黒岳・エビラ山・二ッ岳,yamap_2022-11-05_04_38.gpx,1627.00,1636,9,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=黒岳(#160); candidate=summit-candidate:ffa6a88e4e680fd5; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.75; name_tier=strong; ele_diff=9m; loc=strong_overlap; act_conf=high"
161,エビラ山,14,summit-candidate:09547fd48f24d064,0.75,medium,権現山・黒岳・エビラ山・二ッ岳,yamap_2022-11-05_04_38.gpx,1672.33,1673,0.67,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=エビラ山(#161); candidate=summit-candidate:09547fd48f24d064; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.75; name_tier=strong; ele_diff=0.67m; loc=strong_overlap; act_conf=high"
162,二ッ岳,15,summit-candidate:09547fd48f24d064,0.69,medium,権現山・黒岳・エビラ山・二ッ岳,yamap_2022-11-05_04_38.gpx,1672.33,1647,25.33,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=二ッ岳(#162); candidate=summit-candidate:09547fd48f24d064; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.69; name_tier=strong; ele_diff=25.33m; loc=strong_overlap; act_conf=high"
163,鹿島山,25,summit-candidate:e4fbd033b13d73ce,0.69,medium,鹿島山,yamap_2022-11-07_12_37.gpx,99.19,114,14.81,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=鹿島山(#163); candidate=summit-candidate:e4fbd033b13d73ce; track=""鹿島山""; score=0.69; name_tier=strong; ele_diff=14.81m; loc=strong_overlap; act_conf=high"
164,出石山,15,summit-candidate:615a70cf4401199b,0.69,medium,出石山,yamap_2022-11-14_13_02.gpx,822.64,812,10.64,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=出石山(#164); candidate=summit-candidate:615a70cf4401199b; track=""出石山""; score=0.69; name_tier=strong; ele_diff=10.64m; loc=strong_overlap; act_conf=high"
165,綱繰山,17,summit-candidate:53d0e375c60814f6,0.75,medium,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,yamap_2022-11-26_04_41.gpx,1457.99,1466,8.01,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=綱繰山(#165); candidate=summit-candidate:53d0e375c60814f6; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.75; name_tier=strong; ele_diff=8.01m; loc=strong_overlap; act_conf=high"
166,獅子舞の鼻,13,summit-candidate:53d0e375c60814f6,0.69,medium,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,yamap_2022-11-26_04_41.gpx,1457.99,1482,24.01,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=獅子舞の鼻(#166); candidate=summit-candidate:53d0e375c60814f6; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.69; name_tier=strong; ele_diff=24.01m; loc=strong_overlap; act_conf=high"
167,冠山,14,summit-candidate:006436491de34784,0.75,medium,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,yamap_2022-11-26_04_41.gpx,1729.61,1731,1.39,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=冠山(#167); candidate=summit-candidate:006436491de34784; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.75; name_tier=strong; ele_diff=1.39m; loc=strong_overlap; act_conf=high"
168,遠ヶ森,12,summit-candidate:02fa4cfab6fa90d3,0.75,medium,遠ヶ森,yamap_2022-12-12_08_41.gpx,731.47,728,3.47,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=遠ヶ森(#168); candidate=summit-candidate:02fa4cfab6fa90d3; track=""遠ヶ森""; score=0.75; name_tier=strong; ele_diff=3.47m; loc=strong_overlap; act_conf=high"
169,扇山,21,summit-candidate:9acc21860aa8a208,0.75,medium,扇山,yamap_2022-12-12_10_30.gpx,193.00,200,7,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=扇山(#169); candidate=summit-candidate:9acc21860aa8a208; track=""扇山""; score=0.75; name_tier=strong; ele_diff=7m; loc=strong_overlap; act_conf=high"
170,高山,27,summit-candidate:101c1b0635c0bec0,0.75,medium,高山,yamap_2022-12-25_10_09.gpx,131.67,135,3.33,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=高山(#170); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.75; name_tier=strong; ele_diff=3.33m; loc=strong_overlap; act_conf=high"
171,塔ノ峰,22,summit-candidate:101c1b0635c0bec0,0.69,medium,高山,yamap_2022-12-25_10_09.gpx,131.67,150,18.33,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=塔ノ峰(#171); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.69; name_tier=strong; ele_diff=18.33m; loc=strong_overlap; act_conf=high"
172,海山,19,summit-candidate:101c1b0635c0bec0,0.69,medium,高山,yamap_2022-12-25_10_09.gpx,131.67,155,23.33,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=海山(#172); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.69; name_tier=strong; ele_diff=23.33m; loc=strong_overlap; act_conf=high"
173,近見山,26,summit-candidate:d5b708b4d3aa86a0,0.75,medium,近見山,yamap_2022-12-25_11_41.gpx,239.86,244,4.14,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=近見山(#173); candidate=summit-candidate:d5b708b4d3aa86a0; track=""近見山""; score=0.75; name_tier=strong; ele_diff=4.14m; loc=strong_overlap; act_conf=high"
174,唐子山,26,summit-candidate:71f4bbfe52f75585,0.75,medium,唐子山,yamap_2022-12-25_12_44.gpx,108.92,105,3.92,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=唐子山(#174); candidate=summit-candidate:71f4bbfe52f75585; track=""唐子山""; score=0.75; name_tier=strong; ele_diff=3.92m; loc=strong_overlap; act_conf=high"
175,医王山,24,summit-candidate:1ed32ce6414c2781,0.75,medium,医王山,yamap_2022-12-25_13_36.gpx,98.38,100,1.62,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=医王山(#175); candidate=summit-candidate:1ed32ce6414c2781; track=""医王山""; score=0.75; name_tier=strong; ele_diff=1.62m; loc=strong_overlap; act_conf=high"
176,永納山(永納山城址),28,summit-candidate:101c1b0635c0bec0,0.68,medium,高山,yamap_2022-12-25_10_09.gpx,131.67,132,0.33,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=永納山(永納山城址)(#176); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.68; name_tier=strong; ele_diff=0.33m; loc=mismatch_warning; act_conf=high"
177,佐々久山,18,summit-candidate:1ed32ce6414c2781,0.63,medium,医王山,yamap_2022-12-25_13_36.gpx,98.38,56,42.38,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=佐々久山(#177); candidate=summit-candidate:1ed32ce6414c2781; track=""医王山""; score=0.63; name_tier=strong; ele_diff=42.38m; loc=strong_overlap; act_conf=high"
178,土亀山,14,summit-candidate:5c9365b2a5a9c97f,0.69,medium,星岡山,yamap_2022-12-31_15_00.gpx,69.03,50,19.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,"mountain=土亀山(#178); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.69; name_tier=strong; ele_diff=19.03m; loc=strong_overlap; act_conf=high"
179,天山,19,summit-candidate:5c9365b2a5a9c97f,0.69,medium,星岡山,yamap_2022-12-31_15_00.gpx,69.03,51,18.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,"mountain=天山(#179); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.69; name_tier=strong; ele_diff=18.03m; loc=strong_overlap; act_conf=high"
180,東山,23,summit-candidate:2b7cce23b57844a5,0.57,medium,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,yamap_2022-10-08_06_12.gpx,1699.13,1392,307.13,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,"mountain=東山(#180); candidate=summit-candidate:2b7cce23b57844a5; track=""東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山""; score=0.57; name_tier=strong; ele_diff=307.13m; loc=strong_overlap; act_conf=high"
181,星岡山,21,summit-candidate:5c9365b2a5a9c97f,0.75,medium,星岡山,yamap_2022-12-31_15_00.gpx,69.03,75,5.97,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,"mountain=星岡山(#181); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.75; name_tier=strong; ele_diff=5.97m; loc=strong_overlap; act_conf=high"
182,河原樋山,18,summit-candidate:b1d864fd1fcc9dcb,0.75,medium,福見山・河原樋山・真松嶺・柿王寺森,yamap_2023-01-03_07_36.gpx,860.48,864,3.52,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=河原樋山(#182); candidate=summit-candidate:b1d864fd1fcc9dcb; track=""福見山・河原樋山・真松嶺・柿王寺森""; score=0.75; name_tier=strong; ele_diff=3.52m; loc=strong_overlap; act_conf=high"
183,真松嶺,13,summit-candidate:74dd1729abbd7bb5,0.75,medium,福見山・河原樋山・真松嶺・柿王寺森,yamap_2023-01-03_07_36.gpx,538.97,548,9.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=真松嶺(#183); candidate=summit-candidate:74dd1729abbd7bb5; track=""福見山・河原樋山・真松嶺・柿王寺森""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
184,柿王寺森,14,summit-candidate:74dd1729abbd7bb5,0.75,medium,福見山・河原樋山・真松嶺・柿王寺森,yamap_2023-01-03_07_36.gpx,538.97,545,6.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=柿王寺森(#184); candidate=summit-candidate:74dd1729abbd7bb5; track=""福見山・河原樋山・真松嶺・柿王寺森""; score=0.75; name_tier=strong; ele_diff=6.03m; loc=strong_overlap; act_conf=high"
185,岩子山,28,summit-candidate:45f49d8fd831427c,0.75,medium,岩子山・垣生山・津田山・弁天山,yamap_2023-01-06_11_33.gpx,110.78,111,0.22,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=岩子山(#185); candidate=summit-candidate:45f49d8fd831427c; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=0.22m; loc=strong_overlap; act_conf=high"
186,垣生山,31,summit-candidate:45f49d8fd831427c,0.75,medium,岩子山・垣生山・津田山・弁天山,yamap_2023-01-06_11_33.gpx,110.78,118,7.22,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=垣生山(#186); candidate=summit-candidate:45f49d8fd831427c; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=7.22m; loc=strong_overlap; act_conf=high"
187,津田山,26,summit-candidate:45f49d8fd831427c,0.75,medium,岩子山・垣生山・津田山・弁天山,yamap_2023-01-06_11_33.gpx,110.78,110,0.78,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=津田山(#187); candidate=summit-candidate:45f49d8fd831427c; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=0.78m; loc=strong_overlap; act_conf=high"
188,弁天山,28,summit-candidate:8178723bbadb1c72,0.75,medium,岩子山・垣生山・津田山・弁天山,yamap_2023-01-06_11_33.gpx,123.67,130,6.33,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=弁天山(#188); candidate=summit-candidate:8178723bbadb1c72; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=6.33m; loc=strong_overlap; act_conf=high"
189,権現山,43,summit-candidate:32bb5e7e1071e808,0.75,medium,権現山,yamap_2023-01-08_09_18.gpx,497.23,491,6.23,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=権現山(#189); candidate=summit-candidate:32bb5e7e1071e808; track=""権現山""; score=0.75; name_tier=strong; ele_diff=6.23m; loc=strong_overlap; act_conf=high"
190,黒瀬山（黒瀬城址）,30,summit-candidate:8a7a47d167c1aba6,0.75,medium,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,yamap_2023-01-08_14_24.gpx,349.45,341,8.45,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=黒瀬山（黒瀬城址）(#190); candidate=summit-candidate:8a7a47d167c1aba6; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.75; name_tier=strong; ele_diff=8.45m; loc=strong_overlap; act_conf=high"
191,岡山（岡城址）,34,summit-candidate:8a7a47d167c1aba6,0.515,low,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,yamap_2023-01-08_14_24.gpx,349.45,360,10.55,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,"mountain=岡山（岡城址）(#191); candidate=summit-candidate:8a7a47d167c1aba6; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.515; name_tier=weak; ele_diff=10.55m; loc=strong_overlap; act_conf=high"
192,鉢ヶ森（鉢ヶ森城址）,27,summit-candidate:a660f8ef78c69ab0,0.75,medium,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,yamap_2023-01-08_14_24.gpx,432.21,434,1.79,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=鉢ヶ森（鉢ヶ森城址）(#192); candidate=summit-candidate:a660f8ef78c69ab0; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.75; name_tier=strong; ele_diff=1.79m; loc=strong_overlap; act_conf=high"
193,護摩ヶ森（護摩ヶ森城址）,39,summit-candidate:a5f51c62e44d0847,0.75,medium,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,yamap_2023-01-08_14_24.gpx,379.40,380,0.6,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=護摩ヶ森（護摩ヶ森城址）(#193); candidate=summit-candidate:a5f51c62e44d0847; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.75; name_tier=strong; ele_diff=0.6m; loc=strong_overlap; act_conf=high"
