mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,candidate_center_municipality,mountain_source_municipality,candidate_municipality_stability,location_stability_bucket,municipality_relation,center_distance_to_boundary_m,all_cardinal_1km_same,distance_stable_interior,location_stability_review_priority,review_reason_codes,notes
260,"開山",22,summit-candidate:02d59cd1260af017,0.5000,low,"御串山","yamap_2024-01-27_10_11.gpx","今治市","",near_boundary,missing_location_evidence,missing_mountain_municipality,113.587,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=開山(#260); candidate=summit-candidate:02d59cd1260af017; track=""御串山""; score=0.5; name_tier=strong; ele_diff=86.2m; loc=mismatch_warning; act_conf=high"
261,"鳥屋ヶ森",22,summit-candidate:ef6730fa259856ec,0.8500,medium,"鳥屋ヶ森","yamap_2024-02-10_07_09.gpx","宇和島市","宇和島市",near_boundary,location_strong_match,same_municipality,775.351,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=鳥屋ヶ森(#261); candidate=summit-candidate:ef6730fa259856ec; track=""鳥屋ヶ森""; score=0.75; name_tier=strong; ele_diff=2.31m; loc=strong_overlap; act_conf=high"
262,"熊ガ峰",28,summit-candidate:ef3e845b5d632dd3,0.8500,medium,"熊ガ峰","yamap_2024-02-10_09_58.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,1312.531,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=熊ガ峰(#262); candidate=summit-candidate:ef3e845b5d632dd3; track=""熊ガ峰""; score=0.75; name_tier=strong; ele_diff=2.46m; loc=strong_overlap; act_conf=high"
263,"権現山",45,summit-candidate:84f974876f397da1,0.8500,medium,"権現山","yamap_2024-02-10_13_09.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,1289.462,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=権現山(#263); candidate=summit-candidate:84f974876f397da1; track=""権現山""; score=0.75; name_tier=strong; ele_diff=9.76m; loc=strong_overlap; act_conf=high"
264,"大黒山",16,summit-candidate:f5c22dac4bd015ae,0.7500,medium,"大黒山・譲ヶ葉森","yamap_2024-02-17_05_38.gpx","","宇和島市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,0.091,false,false,high,"top_1_but_ambiguous","mountain=大黒山(#264); candidate=summit-candidate:f5c22dac4bd015ae; track=""大黒山・譲ヶ葉森""; score=0.75; name_tier=strong; ele_diff=7.75m; loc=strong_overlap; act_conf=high"
265,"譲ヶ葉森",15,summit-candidate:19baf3ce30f8991a,0.8500,medium,"大黒山・譲ヶ葉森","yamap_2024-02-17_05_38.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,1287.364,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=譲ヶ葉森(#265); candidate=summit-candidate:19baf3ce30f8991a; track=""大黒山・譲ヶ葉森""; score=0.75; name_tier=strong; ele_diff=5.96m; loc=strong_overlap; act_conf=high"
266,"郭公岳",18,summit-candidate:3853fbbba7330ec4,0.6800,medium,"高月山・東高月山・郭公岳・櫨ヶ森・毛山","yamap_2024-02-24_07_06.gpx","","宇和島市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,9.242,false,false,high,"top_1_but_ambiguous","mountain=郭公岳(#266); candidate=summit-candidate:3853fbbba7330ec4; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.68; name_tier=strong; ele_diff=0m; loc=mismatch_warning; act_conf=high"
267,"東高月山",21,summit-candidate:62351b8782d6f597,0.6900,medium,"高月山・東高月山・郭公岳・櫨ヶ森・毛山","yamap_2024-02-24_07_06.gpx","","宇和島市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,6.466,false,false,high,"top_1_but_ambiguous","mountain=東高月山(#267); candidate=summit-candidate:62351b8782d6f597; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.69; name_tier=strong; ele_diff=10.9m; loc=strong_overlap; act_conf=high"
268,"高月山",30,summit-candidate:90c3723735d95c0d,0.7500,medium,"高月山・東高月山・郭公岳・櫨ヶ森・毛山","yamap_2024-02-24_07_06.gpx","","宇和島市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.46,false,false,high,"top_1_but_ambiguous","mountain=高月山(#268); candidate=summit-candidate:90c3723735d95c0d; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=4.77m; loc=strong_overlap; act_conf=high"
269,"櫨ヶ森",17,summit-candidate:ba56c1ac8ac55c5f,0.7500,medium,"高月山・東高月山・郭公岳・櫨ヶ森・毛山","yamap_2024-02-24_07_06.gpx","","宇和島市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,0.052,false,false,medium,"top_3_with_evidence","mountain=櫨ヶ森(#269); candidate=summit-candidate:ba56c1ac8ac55c5f; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=1.18m; loc=strong_overlap; act_conf=high"
270,"毛山",24,summit-candidate:40068653b28bad40,0.8500,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","yamap_2022-04-08_09_33.gpx","宇和島市","宇和島市",stable_cardinal_1km_same,location_strong_match,same_municipality,492.011,true,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=毛山(#270); candidate=summit-candidate:40068653b28bad40; track=""鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=1.4m; loc=strong_overlap; act_conf=high"
271,"白石山",24,summit-candidate:ac8e3853fbbf0c6f,0.8500,medium,"白石山","yamap_2024-03-03_06_23.gpx","愛南町","愛南町",stable_interior,location_strong_match,same_municipality,4022.688,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=白石山(#271); candidate=summit-candidate:ac8e3853fbbf0c6f; track=""白石山""; score=0.75; name_tier=strong; ele_diff=3.84m; loc=strong_overlap; act_conf=high"
272,"観音岳",18,summit-candidate:a53cc9868b7f2f70,0.7800,medium,"観音岳","yamap_2024-03-03_08_44.gpx","愛南町","愛南町",near_boundary,location_strong_match,same_municipality,181.045,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=観音岳(#272); candidate=summit-candidate:a53cc9868b7f2f70; track=""観音岳""; score=0.68; name_tier=strong; ele_diff=1.38m; loc=mismatch_warning; act_conf=high"
273,"音無山",19,summit-candidate:97e45d6eab227d56,0.8500,medium,"音無山","yamap_2024-03-03_10_00.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,2093.191,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=音無山(#273); candidate=summit-candidate:97e45d6eab227d56; track=""音無山""; score=0.75; name_tier=strong; ele_diff=4.43m; loc=strong_overlap; act_conf=high"
274,"天ガ森",25,summit-candidate:93a4d66ef3ee559d,0.7900,medium,"天ガ森","yamap_2024-03-03_13_33.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,2999.318,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=天ガ森(#274); candidate=summit-candidate:93a4d66ef3ee559d; track=""天ガ森""; score=0.69; name_tier=strong; ele_diff=12.77m; loc=strong_overlap; act_conf=high"
275,"夫婦山",39,summit-candidate:3e9348428f22a320,0.8500,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山","yamap_2024-03-10_07_12.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,3717.407,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=夫婦山(#275); candidate=summit-candidate:3e9348428f22a320; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=1.78m; loc=strong_overlap; act_conf=high"
276,"白山",29,summit-candidate:13b7a4bb8154974a,0.8500,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山","yamap_2024-03-10_07_12.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,6185.59,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=白山(#276); candidate=summit-candidate:13b7a4bb8154974a; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
277,"観音山",38,summit-candidate:cf29543e6beaa1ec,0.8500,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山","yamap_2024-03-10_07_12.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,3599.436,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=観音山(#277); candidate=summit-candidate:cf29543e6beaa1ec; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=5.72m; loc=strong_overlap; act_conf=high"
278,"国見山",38,summit-candidate:2ab43729f5e80cbe,0.8500,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山","yamap_2024-03-10_07_12.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,4610.39,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=国見山(#278); candidate=summit-candidate:2ab43729f5e80cbe; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=3.7m; loc=strong_overlap; act_conf=high"
279,"城山",55,summit-candidate:1432f597b5dca157,0.8500,medium,"古城山・尾崎山","yamap_2023-01-28_14_27.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2753.666,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=城山(#279); candidate=summit-candidate:1432f597b5dca157; track=""古城山・尾崎山""; score=0.75; name_tier=strong; ele_diff=9.17m; loc=strong_overlap; act_conf=high"
280,"御勧請山",27,summit-candidate:13b7a4bb8154974a,0.8500,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山","yamap_2024-03-10_07_12.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,6185.59,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=御勧請山(#280); candidate=summit-candidate:13b7a4bb8154974a; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
281,"トギ",37,summit-candidate:e75e04c2fbe61c2f,0.8500,medium,"トギ・張木山・高手山","yamap_2024-03-16_09_21.gpx","大洲市","大洲市",stable_cardinal_1km_same,location_strong_match,same_municipality,855.624,true,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=トギ(#281); candidate=summit-candidate:e75e04c2fbe61c2f; track=""トギ・張木山・高手山""; score=0.75; name_tier=strong; ele_diff=0.45m; loc=strong_overlap; act_conf=high"
282,"張木山",15,summit-candidate:3c28b6ebd5a97155,0.8500,medium,"斎藤山","yamap_2024-03-16_13_58.gpx","大洲市","大洲市",stable_interior,location_strong_match,same_municipality,1235.538,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=張木山(#282); candidate=summit-candidate:3c28b6ebd5a97155; track=""斎藤山""; score=0.75; name_tier=strong; ele_diff=4.13m; loc=strong_overlap; act_conf=high"
283,"高手山",37,summit-candidate:e75e04c2fbe61c2f,0.7900,medium,"トギ・張木山・高手山","yamap_2024-03-16_09_21.gpx","大洲市","大洲市",stable_cardinal_1km_same,location_strong_match,same_municipality,855.624,true,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=高手山(#283); candidate=summit-candidate:e75e04c2fbe61c2f; track=""トギ・張木山・高手山""; score=0.69; name_tier=strong; ele_diff=10.45m; loc=strong_overlap; act_conf=high"
284,"斎藤山",20,summit-candidate:3c28b6ebd5a97155,0.7900,medium,"斎藤山","yamap_2024-03-16_13_58.gpx","大洲市","大洲市",stable_interior,location_strong_match,same_municipality,1235.538,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=斎藤山(#284); candidate=summit-candidate:3c28b6ebd5a97155; track=""斎藤山""; score=0.69; name_tier=strong; ele_diff=13.13m; loc=strong_overlap; act_conf=high"
285,"御祝山",17,summit-candidate:9186201ca03b041d,0.6700,medium,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","yamap_2024-03-30_07_11.gpx","松野町","松野町",near_boundary,location_strong_match,same_municipality,1.628,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=御祝山(#285); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.57; name_tier=strong; ele_diff=161.44m; loc=strong_overlap; act_conf=high"
286,"横ノ森",23,summit-candidate:12c27f259b66de80,0.7300,medium,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","yamap_2024-03-30_07_11.gpx","宇和島市","松野町",near_boundary,boundary_plausible,adjacent_municipality,20.396,false,false,high,"top_1_but_ambiguous","mountain=横ノ森(#286); candidate=summit-candidate:12c27f259b66de80; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.68; name_tier=strong; ele_diff=1.04m; loc=mismatch_warning; act_conf=high"
287,"小屋ヶ森",19,summit-candidate:9186201ca03b041d,0.7900,medium,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","yamap_2024-03-30_07_11.gpx","松野町","松野町",near_boundary,location_strong_match,same_municipality,1.628,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=小屋ヶ森(#287); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.69; name_tier=strong; ele_diff=23.56m; loc=strong_overlap; act_conf=high"
288,"串ヶ森",18,summit-candidate:9186201ca03b041d,0.8500,medium,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","yamap_2024-03-30_07_11.gpx","松野町","松野町",near_boundary,location_strong_match,same_municipality,1.628,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=串ヶ森(#288); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.75; name_tier=strong; ele_diff=0.44m; loc=strong_overlap; act_conf=high"
289,"目黒鳥屋",17,summit-candidate:9186201ca03b041d,0.8500,medium,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","yamap_2024-03-30_07_11.gpx","松野町","松野町",near_boundary,location_strong_match,same_municipality,1.628,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=目黒鳥屋(#289); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.75; name_tier=strong; ele_diff=3.44m; loc=strong_overlap; act_conf=high"
290,"長尾森",16,summit-candidate:9186201ca03b041d,0.7900,medium,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","yamap_2024-03-30_07_11.gpx","松野町","松野町",near_boundary,location_strong_match,same_municipality,1.628,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=長尾森(#290); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.69; name_tier=strong; ele_diff=19.56m; loc=strong_overlap; act_conf=high"
291,"二箆山",21,summit-candidate:0a89128346167f6e,0.7900,medium,"二箆山・西雑誌山","yamap_2024-04-07_06_45.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,1407.561,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=二箆山(#291); candidate=summit-candidate:0a89128346167f6e; track=""二箆山・西雑誌山""; score=0.69; name_tier=strong; ele_diff=10.63m; loc=strong_overlap; act_conf=high"
292,"西雑誌山",18,summit-candidate:aa8ff99fc3bd426d,0.8500,medium,"二箆山・西雑誌山","yamap_2024-04-07_06_45.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,3.253,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=西雑誌山(#292); candidate=summit-candidate:aa8ff99fc3bd426d; track=""二箆山・西雑誌山""; score=0.75; name_tier=strong; ele_diff=6.94m; loc=strong_overlap; act_conf=high"
293,"気多山",26,summit-candidate:e010f98d2b23f547,0.8500,medium,"気多山・八辻ノ峰・五代ヶ森","yamap_2024-04-20_05_43.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,4367.278,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=気多山(#293); candidate=summit-candidate:e010f98d2b23f547; track=""気多山・八辻ノ峰・五代ヶ森""; score=0.75; name_tier=strong; ele_diff=5.48m; loc=strong_overlap; act_conf=high"
294,"八辻ノ峰",14,summit-candidate:76cc7bb75549e7a1,0.7900,medium,"気多山・八辻ノ峰・五代ヶ森","yamap_2024-04-20_05_43.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,2186.052,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=八辻ノ峰(#294); candidate=summit-candidate:76cc7bb75549e7a1; track=""気多山・八辻ノ峰・五代ヶ森""; score=0.69; name_tier=strong; ele_diff=14.84m; loc=strong_overlap; act_conf=high"
295,"五代ヶ森",16,summit-candidate:76cc7bb75549e7a1,0.8500,medium,"気多山・八辻ノ峰・五代ヶ森","yamap_2024-04-20_05_43.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,2186.052,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=五代ヶ森(#295); candidate=summit-candidate:76cc7bb75549e7a1; track=""気多山・八辻ノ峰・五代ヶ森""; score=0.75; name_tier=strong; ele_diff=1.84m; loc=strong_overlap; act_conf=high"
296,"桂ヶ森",25,summit-candidate:c210f415fc55501f,0.8500,medium,"桂ヶ森","yamap_2024-04-27_08_04.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,2148.032,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=桂ヶ森(#296); candidate=summit-candidate:c210f415fc55501f; track=""桂ヶ森""; score=0.75; name_tier=strong; ele_diff=3.97m; loc=strong_overlap; act_conf=high"
297,"狼ヶ城山",20,summit-candidate:95a8fa74fd4af7b0,0.7500,medium,"狼ヶ城山","yamap_2024-04-28_07_11.gpx","","久万高原町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,0.594,false,false,high,"top_1_but_ambiguous","mountain=狼ヶ城山(#297); candidate=summit-candidate:95a8fa74fd4af7b0; track=""狼ヶ城山""; score=0.75; name_tier=strong; ele_diff=3.23m; loc=strong_overlap; act_conf=high"
298,"日浦嶺",20,summit-candidate:606168b97944fce5,0.6800,medium,"日浦嶺・打越山","yamap_2024-04-28_10_37.gpx","","久万高原町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,12.878,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=日浦嶺(#298); candidate=summit-candidate:606168b97944fce5; track=""日浦嶺・打越山""; score=0.68; name_tier=strong; ele_diff=0.94m; loc=mismatch_warning; act_conf=high"
299,"打越山",16,summit-candidate:498b9618ca98fa34,0.6800,medium,"日浦嶺・打越山","yamap_2024-04-28_10_37.gpx","","久万高原町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.755,false,false,high,"top_1_but_ambiguous","mountain=打越山(#299); candidate=summit-candidate:498b9618ca98fa34; track=""日浦嶺・打越山""; score=0.68; name_tier=strong; ele_diff=5.8m; loc=mismatch_warning; act_conf=high"
300,"面河山",6,summit-candidate:22e40e9eb117a033,0.8500,medium,"面河山","yamap_2024-05-03_08_45.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,1587.641,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=面河山(#300); candidate=summit-candidate:22e40e9eb117a033; track=""面河山""; score=0.75; name_tier=strong; ele_diff=1.14m; loc=strong_overlap; act_conf=high"
301,"丸笹山",8,summit-candidate:aa6060fe8a831f45,0.8500,medium,"丸滝山","yamap_2024-05-11_13_46.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,594.959,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=丸笹山(#301); candidate=summit-candidate:aa6060fe8a831f45; track=""丸滝山""; score=0.75; name_tier=strong; ele_diff=7.97m; loc=strong_overlap; act_conf=high"
302,"丸滝山",9,summit-candidate:5ec5a611be375a53,0.7900,medium,"丸笹山","yamap_2024-05-11_07_45.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,3.089,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=丸滝山(#302); candidate=summit-candidate:5ec5a611be375a53; track=""丸笹山""; score=0.69; name_tier=strong; ele_diff=11.14m; loc=strong_overlap; act_conf=high"
303,"名石山",27,summit-candidate:ea919bf883e31a7b,0.7500,medium,"名石山","yamap_2024-05-15_11_16.gpx","","松山市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,2.055,false,false,high,"top_1_but_ambiguous","mountain=名石山(#303); candidate=summit-candidate:ea919bf883e31a7b; track=""名石山""; score=0.75; name_tier=strong; ele_diff=7.24m; loc=strong_overlap; act_conf=high"
304,"青刈山",31,summit-candidate:588c967023117267,0.5000,low,"鏡山","yamap_2022-09-26_14_04.gpx","今治市","",near_boundary,missing_location_evidence,missing_mountain_municipality,504.31,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=青刈山(#304); candidate=summit-candidate:588c967023117267; track=""鏡山""; score=0.5; name_tier=strong; ele_diff=140.52m; loc=mismatch_warning; act_conf=high"
305,"椿山",7,summit-candidate:1b665bc67a34756a,0.8500,medium,"椿山","yamap_2024-06-01_07_14.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,0.945,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=椿山(#305); candidate=summit-candidate:1b665bc67a34756a; track=""椿山""; score=0.75; name_tier=strong; ele_diff=5.33m; loc=strong_overlap; act_conf=high"
306,"黒森山",12,summit-candidate:40e090ce41a89b55,0.6900,medium,"沓掛山・黒森山","yamap_2024-06-08_08_42.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,8.98,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=黒森山(#306); candidate=summit-candidate:40e090ce41a89b55; track=""沓掛山・黒森山""; score=0.69; name_tier=strong; ele_diff=12.4m; loc=strong_overlap; act_conf=high"
307,"沓掛山",14,summit-candidate:40e090ce41a89b55,0.7500,medium,"沓掛山・黒森山","yamap_2024-06-08_08_42.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,8.98,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=沓掛山(#307); candidate=summit-candidate:40e090ce41a89b55; track=""沓掛山・黒森山""; score=0.75; name_tier=strong; ele_diff=0.6m; loc=strong_overlap; act_conf=high"
308,"二反山",34,summit-candidate:94e96018c0a5450d,0.5600,medium,"二反山・青刈山","yamap_2024-05-19_08_47.gpx","今治市","",stable_interior,missing_location_evidence,missing_mountain_municipality,1218.201,true,true,high,"top_1_but_ambiguous","mountain=二反山(#308); candidate=summit-candidate:94e96018c0a5450d; track=""二反山・青刈山""; score=0.56; name_tier=strong; ele_diff=2.99m; loc=mismatch_warning; act_conf=none"
309,"平家平",17,summit-candidate:c256cfef3720557f,0.6800,medium,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平","yamap_2022-11-26_04_41.gpx","","新居浜市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,8.28,false,false,medium,"top_3_with_evidence","mountain=平家平(#309); candidate=summit-candidate:c256cfef3720557f; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.68; name_tier=strong; ele_diff=1.72m; loc=mismatch_warning; act_conf=high"
310,"薬師山",25,summit-candidate:167756a8b787a168,0.5600,medium,"薬師山","yamap_2024-06-16_07_27.gpx","今治市","",stable_cardinal_1km_same,missing_location_evidence,missing_mountain_municipality,964.445,true,false,high,"top_1_but_ambiguous","mountain=薬師山(#310); candidate=summit-candidate:167756a8b787a168; track=""薬師山""; score=0.56; name_tier=strong; ele_diff=5.02m; loc=mismatch_warning; act_conf=none"
311,"子持権現山",28,summit-candidate:df6b60d513f5518e,0.6900,medium,"子持権現山・男山・瓶ヶ森","yamap_2024-07-06_10_01.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,1.919,false,false,high,"top_1_but_ambiguous","mountain=子持権現山(#311); candidate=summit-candidate:df6b60d513f5518e; track=""子持権現山・男山・瓶ヶ森""; score=0.69; name_tier=strong; ele_diff=11.43m; loc=strong_overlap; act_conf=high"
312,"男山",14,summit-candidate:53a6401abf71c488,0.6700,medium,"男山・瓶ヶ森・台ヶ森","yamap_2026-05-02_09_29.gpx","西条市","西条市",near_boundary,location_strong_match,same_municipality,71.146,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=男山(#312); candidate=summit-candidate:53a6401abf71c488; track=""男山・瓶ヶ森・台ヶ森""; score=0.57; name_tier=strong; ele_diff=54.14m; loc=strong_overlap; act_conf=high"
313,"瓶ヶ森",11,summit-candidate:53a6401abf71c488,0.8500,medium,"男山・瓶ヶ森・台ヶ森","yamap_2026-05-02_09_29.gpx","西条市","西条市",near_boundary,location_strong_match,same_municipality,71.146,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=瓶ヶ森(#313); candidate=summit-candidate:53a6401abf71c488; track=""男山・瓶ヶ森・台ヶ森""; score=0.75; name_tier=strong; ele_diff=4.86m; loc=strong_overlap; act_conf=high"
314,"宅並山",20,summit-candidate:f1ee81f4d467a28e,0.8500,medium,"宅並山","yamap_2024-07-08_11_33.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,908.41,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=宅並山(#314); candidate=summit-candidate:f1ee81f4d467a28e; track=""宅並山""; score=0.75; name_tier=strong; ele_diff=8.65m; loc=strong_overlap; act_conf=high"
315,"岩屋山",14,summit-candidate:c9156b7eea77a1b0,0.7900,medium,"岩屋山","yamap_2024-07-28_15_53.gpx","久万高原町","久万高原町",stable_interior,location_strong_match,same_municipality,8631.071,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=岩屋山(#315); candidate=summit-candidate:c9156b7eea77a1b0; track=""岩屋山""; score=0.69; name_tier=strong; ele_diff=16.21m; loc=strong_overlap; act_conf=high"
